,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps
343,São Paulo Grand Prix,19,2021,Red Bull Racing,HARD,VER,5,68.372,Qualifying,22.91290323,47.97741935,61.42580645,0.0,2,2,5,1.0,41,31,5.565,71
344,São Paulo Grand Prix,19,2021,Red Bull Racing,MEDIUM,PER,1,68.483,Qualifying,22.94285714,51.84285714,61.84285714,0.0,4,4,1,1.0,1,7,5.565,71
345,São Paulo Grand Prix,19,2021,Red Bull Racing,MEDIUM,PER,2,68.483,Qualifying,22.8,51.8,61.2,0.0,4,4,2,8.0,8,1,5.565,71
346,São Paulo Grand Prix,19,2021,Red Bull Racing,MEDIUM,PER,3,68.483,Qualifying,22.77,50.11,61.935,0.0,4,4,3,9.0,9,20,5.565,71
347,São Paulo Grand Prix,19,2021,Red Bull Racing,MEDIUM,VER,1,68.372,Qualifying,22.94285714,51.84285714,61.84285714,0.0,2,2,1,1.0,1,7,5.565,71
348,São Paulo Grand Prix,19,2021,Red Bull Racing,MEDIUM,VER,2,68.372,Qualifying,22.8,51.8,61.2,0.0,2,2,2,8.0,8,1,5.565,71
349,São Paulo Grand Prix,19,2021,Red Bull Racing,MEDIUM,VER,3,68.372,Qualifying,22.75263158,50.16842105,61.96842105,0.0,2,2,3,9.0,9,19,5.565,71
350,São Paulo Grand Prix,19,2021,Red Bull Racing,SOFT,PER,6,68.483,Qualifying,22.6,44.25,63.45,0.0,4,4,6,4.0,70,2,5.565,71
351,Turkish Grand Prix,14,2020,Red Bull Racing,INTERMEDIATE,ALB,2,110.448,Qualifying,13.50909091,16.02727273,77.55454545,0.0,4,7,2,1.0,13,22,4.618,58
352,Turkish Grand Prix,14,2020,Red Bull Racing,INTERMEDIATE,ALB,3,110.448,Qualifying,13.28333333,14.14166667,78.29166667,0.0,4,7,3,1.0,35,24,4.618,58
353,Turkish Grand Prix,14,2020,Red Bull Racing,INTERMEDIATE,VER,2,108.055,Qualifying,13.28571429,16.11428571,79.4,0.0,2,6,2,1.0,12,7,4.618,58
354,Turkish Grand Prix,14,2020,Red Bull Racing,INTERMEDIATE,VER,3,108.055,Qualifying,13.568,15.436,77.092,0.0,2,6,3,9.0,19,25,4.618,58
355,Turkish Grand Prix,14,2020,Red Bull Racing,INTERMEDIATE,VER,4,108.055,Qualifying,13.14666667,13.9,78.84666667,0.0,2,6,4,1.0,44,15,4.618,58
356,Turkish Grand Prix,14,2020,Red Bull Racing,WET,ALB,1,110.448,Qualifying,13.09166667,15.78333333,81.55,0.0,4,7,1,1.0,1,12,4.618,58
357,Turkish Grand Prix,14,2020,Red Bull Racing,WET,VER,1,108.055,Qualifying,13.09090909,15.77272727,81.63636364,0.0,2,6,1,15.0,1,11,4.618,58
358,Turkish Grand Prix,16,2021,Red Bull Racing,INTERMEDIATE,PER,1,83.706,Qualifying,15.89189189,18.24324324,93.53243243,0.0,6,3,1,1.0,1,37,4.618,58
359,Turkish Grand Prix,16,2021,Red Bull Racing,INTERMEDIATE,PER,2,83.706,Qualifying,15.95238095,17.98095238,92.64285714,0.0,6,3,2,1.0,38,21,4.618,58
360,Turkish Grand Prix,16,2021,Red Bull Racing,INTERMEDIATE,VER,1,83.196,Qualifying,15.89166667,18.26666667,93.55833333,0.0,2,2,1,1.0,1,36,4.618,58
361,Turkish Grand Prix,16,2021,Red Bull Racing,INTERMEDIATE,VER,2,83.196,Qualifying,15.95,17.97727273,92.64090909,0.0,2,2,2,1.0,37,22,4.618,58
362,Tuscan Grand Prix,9,2020,Red Bull Racing,MEDIUM,ALB,4,75.914,Qualifying,30.24545455,42.18181818,40.5,0.0,4,3,4,,33,11,5.245,59
363,Tuscan Grand Prix,9,2020,Red Bull Racing,SOFT,ALB,1,75.914,Qualifying,30.24285714,45.24285714,38.75714286,0.0,4,3,1,4.0,1,7,5.245,59
364,Tuscan Grand Prix,9,2020,Red Bull Racing,SOFT,ALB,2,75.914,Qualifying,30.4,44.2,39.0,0.0,4,3,2,11.0,8,1,5.245,59
365,Tuscan Grand Prix,9,2020,Red Bull Racing,SOFT,ALB,3,75.914,Qualifying,30.22916667,43.39583333,40.22916667,0.0,4,3,3,3.0,9,24,5.245,59
366,Tuscan Grand Prix,9,2020,Red Bull Racing,SOFT,ALB,5,75.914,Qualifying,30.15,40.9,40.25,0.0,4,3,5,4.0,44,2,5.245,59
367,Tuscan Grand Prix,9,2020,Red Bull Racing,SOFT,ALB,6,75.914,Qualifying,29.95714286,39.6,40.91428571,0.0,4,3,6,6.0,46,14,5.245,59
368,United States Grand Prix,17,2021,Red Bull Racing,HARD,PER,3,93.134,Qualifying,28.83461538,38.69230769,57.9,0.0,3,3,3,,31,26,5.513,56
369,United States Grand Prix,17,2021,Red Bull Racing,HARD,VER,2,92.91,Qualifying,28.60526316,38.43684211,58.76842105,0.0,1,1,2,1.0,11,19,5.513,56
370,United States Grand Prix,17,2021,Red Bull Racing,HARD,VER,3,92.91,Qualifying,28.82222222,38.62962963,57.95925926,0.0,1,1,3,1.0,30,27,5.513,56
371,United States Grand Prix,17,2021,Red Bull Racing,MEDIUM,PER,1,93.134,Qualifying,28.35,37.59166667,59.74166667,0.0,3,3,1,4.0,1,12,5.513,56
372,United States Grand Prix,17,2021,Red Bull Racing,MEDIUM,PER,2,93.134,Qualifying,28.63888889,38.48888889,58.56666667,0.0,3,3,2,4.0,13,18,5.513,56
373,United States Grand Prix,17,2021,Red Bull Racing,MEDIUM,VER,1,92.91,Qualifying,28.32,37.45,59.92,0.0,1,1,1,4.0,1,10,5.513,56
374,United States Grand Prix,18,2018,Red Bull Racing,SOFT,VER,1,94.766,Qualifying,22.01363636,30.58181818,37.69545455,0.0,18,2,1,1.0,1,22,5.513,56
375,United States Grand Prix,18,2018,Red Bull Racing,SUPERSOFT,VER,2,94.766,Qualifying,22.60882353,31.73529412,35.52941176,0.0,18,2,2,1.0,23,34,5.513,56
376,United States Grand Prix,19,2019,Red Bull Racing,HARD,VER,2,92.096,Qualifying,21.66666667,29.21904762,29.8952381,0.0,3,3,2,2.0,14,21,5.513,56
377,United States Grand Prix,19,2019,Red Bull Racing,MEDIUM,ALB,2,92.548,Qualifying,21.53684211,29.25263158,25.53684211,0.0,6,5,2,1.0,2,19,5.513,56
378,United States Grand Prix,19,2019,Red Bull Racing,MEDIUM,ALB,3,92.548,Qualifying,21.715,29.105,32.005,0.0,6,5,3,1.0,21,20,5.513,56
379,United States Grand Prix,19,2019,Red Bull Racing,MEDIUM,VER,1,92.096,Qualifying,21.43846154,29.13846154,24.37692308,0.0,3,3,1,4.0,1,13,5.513,56
380,United States Grand Prix,19,2019,Red Bull Racing,MEDIUM,VER,3,92.096,Qualifying,21.83181818,28.72727273,35.14545455,0.0,3,3,3,1.0,35,22,5.513,56
381,United States Grand Prix,19,2019,Red Bull Racing,SOFT,ALB,1,92.548,Qualifying,21.4,29.0,24.0,0.0,6,5,1,4.0,1,1,5.513,56
382,United States Grand Prix,19,2019,Red Bull Racing,SOFT,ALB,4,92.548,Qualifying,21.8,28.6125,35.99375,0.0,6,5,4,4.0,41,16,5.513,56
383,Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,BOT,2,95.271,Qualifying,22.90666667,26.62,58.23777778,0.0,2,2,2,1.0,11,45,5.554,55
384,Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,HAM,2,95.332,Qualifying,22.90666667,26.61777778,58.24222222,0.0,3,3,2,1.0,11,45,5.554,55
385,Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,BOT,1,95.271,Qualifying,23.56,28.93,51.63,0.0,2,2,1,4.0,1,10,5.554,55
386,Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,HAM,1,95.332,Qualifying,23.56,28.93,51.61,0.0,3,3,1,4.0,1,10,5.554,55
387,Abu Dhabi Grand Prix,21,2018,Ferrari,SUPERSOFT,VET,2,95.125,Qualifying,30.135,32.0825,51.55,0.1,3,2,2,1.0,16,40,5.554,55
388,Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,VET,1,95.125,Qualifying,32.80666667,34.41333333,37.16666667,0.0,3,2,1,4.0,1,15,5.554,55
389,Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,HAM,2,94.794,Qualifying,30.63333333,32.45833333,49.02083333,0.083333333,1,1,2,1.0,8,48,5.554,55
390,Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,HAM,1,94.794,Qualifying,32.54285714,34.51428571,37.81428571,0.0,1,1,1,4.0,1,7,5.554,55
391,Abu Dhabi Grand Prix,21,2019,Ferrari,HARD,LEC,2,95.219,Qualifying,25.76923077,28.91538462,66.00384615,0.0,3,3,2,1.0,13,26,5.554,55
392,Abu Dhabi Grand Prix,21,2019,Ferrari,MEDIUM,LEC,1,95.219,Qualifying,26.31666667,30.36666667,61.86666667,0.0,3,3,1,4.0,1,12,5.554,55
393,Abu Dhabi Grand Prix,21,2019,Ferrari,SOFT,LEC,3,95.219,Qualifying,25.15882353,27.56470588,70.45882353,0.0,3,3,3,1.0,39,17,5.554,55
394,Abu Dhabi Grand Prix,21,2019,Mercedes,HARD,BOT,2,94.973,Qualifying,25.3,27.77692308,69.21923077,0.0,20,4,2,1.0,30,26,5.554,55
395,Abu Dhabi Grand Prix,21,2019,Mercedes,HARD,HAM,2,94.779,Qualifying,25.34482759,27.85862069,68.82758621,0.0,1,1,2,1.0,27,29,5.554,55
396,Abu Dhabi Grand Prix,21,2019,Mercedes,MEDIUM,BOT,1,94.973,Qualifying,26.05862069,29.72758621,64.04482759,0.0,20,4,1,4.0,1,29,5.554,55
397,Abu Dhabi Grand Prix,21,2019,Mercedes,MEDIUM,HAM,1,94.779,Qualifying,26.10384615,29.89230769,63.82692308,0.0,1,1,1,4.0,1,26,5.554,55
398,Abu Dhabi Grand Prix,22,2021,AlphaTauri,HARD,TSU,2,83.011,Qualifying,23.99333333,26.69,63.22666667,0.0,8,4,2,1.0,24,30,5.554,55
399,Abu Dhabi Grand Prix,22,2021,AlphaTauri,MEDIUM,TSU,1,83.011,Qualifying,24.47826087,27.97826087,58.7173913,0.0,8,4,1,5.0,1,23,5.554,55
400,Abu Dhabi Grand Prix,22,2021,AlphaTauri,SOFT,TSU,3,83.011,Qualifying,23.66,25.8,64.66,0.0,8,4,3,4.0,54,5,5.554,55
401,Abu Dhabi Grand Prix,22,2021,Ferrari,HARD,SAI,2,82.992,Qualifying,23.98205128,26.66153846,63.07435897,0.0,5,3,2,1.0,20,39,5.554,55
402,Abu Dhabi Grand Prix,22,2021,Ferrari,SOFT,SAI,1,82.992,Qualifying,24.51578947,28.08421053,58.42105263,0.0,5,3,1,4.0,1,19,5.554,55
403,Abu Dhabi Grand Prix,22,2021,Mercedes,HARD,HAM,2,82.48,Qualifying,24.03863636,26.79318182,62.61818182,0.0,2,2,2,2.0,15,44,5.554,55
404,Abu Dhabi Grand Prix,22,2021,Mercedes,MEDIUM,HAM,1,82.48,Qualifying,24.55,28.24285714,57.98571429,0.0,2,2,1,4.0,1,14,5.554,55
405,Australian Grand Prix,1,2018,Ferrari,SOFT,RAI,2,81.828,Qualifying,24.115,36.3375,28.3975,0.0,2,3,2,1.0,19,40,5.303,58
406,Australian Grand Prix,1,2018,Ferrari,SOFT,VET,2,81.838,Qualifying,24.153125,35.95,26.971875,0.0,3,1,2,2.0,27,32,5.303,58
407,Australian Grand Prix,1,2018,Ferrari,ULTRASOFT,RAI,1,81.828,Qualifying,23.92941176,37.25882353,35.42352941,0.0,2,3,1,6.0,2,17,5.303,58
408,Australian Grand Prix,1,2018,Ferrari,ULTRASOFT,VET,1,81.838,Qualifying,23.94583333,37.45833333,35.1875,0.0,3,1,1,6.0,2,24,5.303,58
409,Australian Grand Prix,1,2018,Ferrari,ULTRASOFT,VET,2,81.838,Qualifying,24.1,37.8,30.9,0.0,3,1,2,5.0,26,1,5.303,58
410,Australian Grand Prix,1,2018,Mercedes,SOFT,HAM,2,81.164,Qualifying,24.11794872,36.27948718,28.22051282,0.0,1,2,2,1.0,20,39,5.303,58
411,Australian Grand Prix,1,2018,Mercedes,ULTRASOFT,HAM,1,81.164,Qualifying,23.91764706,37.34705882,35.36470588,0.0,1,2,1,7.0,3,17,5.303,58
412,Australian Grand Prix,1,2019,Ferrari,MEDIUM,VET,2,81.19,Qualifying,23.28636364,39.47727273,70.99318182,0.0,3,4,2,1.0,15,44,5.303,58
413,Australian Grand Prix,1,2019,Ferrari,SOFT,VET,1,81.19,Qualifying,23.51428571,42.61428571,70.09285714,0.0,3,4,1,4.0,1,14,5.303,58
414,Australian Grand Prix,1,2019,Mercedes,MEDIUM,BOT,2,80.598,Qualifying,23.24571429,39.02857143,71.21142857,0.0,2,1,2,1.0,24,35,5.303,58
415,Australian Grand Prix,1,2019,Mercedes,MEDIUM,HAM,2,80.486,Qualifying,23.27906977,39.45348837,71.02093023,0.0,1,2,2,1.0,16,43,5.303,58
416,Australian Grand Prix,1,2019,Mercedes,SOFT,BOT,1,80.598,Qualifying,23.46521739,42.17391304,70.19565217,0.0,2,1,1,4.0,1,23,5.303,58
417,Australian Grand Prix,1,2019,Mercedes,SOFT,HAM,1,80.486,Qualifying,23.50666667,42.56666667,70.10666667,0.0,1,2,1,4.0,1,15,5.303,58
418,Australian Grand Prix,3,2022,Ferrari,HARD,LEC,2,77.868,Qualifying,27.12222222,35.55,41.47222222,0.0,1,1,2,1.0,23,36,5.303,58
419,Australian Grand Prix,3,2022,Ferrari,MEDIUM,LEC,1,77.868,Qualifying,26.62272727,37.04545455,43.77272727,0.0,1,1,1,1.0,1,22,5.303,58
420,Australian Grand Prix,3,2022,Mercedes,HARD,HAM,2,78.825,Qualifying,27.12777778,35.53333333,41.47222222,0.0,5,4,2,1.0,23,36,5.303,58
421,Australian Grand Prix,3,2022,Mercedes,HARD,RUS,2,78.933,Qualifying,27.12857143,35.50857143,41.45714286,0.0,6,3,2,1.0,24,35,5.303,58
422,Australian Grand Prix,3,2022,Mercedes,MEDIUM,HAM,1,78.825,Qualifying,26.64090909,37.02727273,43.81818182,0.0,5,4,1,1.0,1,22,5.303,58
423,Australian Grand Prix,3,2022,Mercedes,MEDIUM,RUS,1,78.933,Qualifying,26.66086957,37.01304348,43.7826087,0.0,6,3,1,1.0,1,23,5.303,58
424,Austrian Grand Prix,1,2020,Ferrari,HARD,LEC,2,63.923,Qualifying,28.752,51.376,33.736,0.0,7,2,2,1.0,22,25,4.318,71
425,Austrian Grand Prix,1,2020,Ferrari,MEDIUM,LEC,3,63.923,Qualifying,29.2,49.08,33.66,0.0,7,2,3,,47,5,4.318,71
426,Austrian Grand Prix,1,2020,Ferrari,MEDIUM,LEC,4,63.923,Qualifying,29.41428571,49.07142857,33.36428571,0.0,7,2,4,8.0,53,14,4.318,71
427,Austrian Grand Prix,1,2020,Ferrari,SOFT,LEC,1,63.923,Qualifying,28.84285714,53.33809524,33.48571429,0.0,7,2,1,4.0,1,21,4.318,71
428,Austrian Grand Prix,1,2020,McLaren,HARD,NOR,2,63.626,Qualifying,28.752,51.376,33.736,0.0,3,3,2,1.0,22,25,4.318,71
429,Austrian Grand Prix,1,2020,McLaren,MEDIUM,NOR,3,63.626,Qualifying,29.2,49.02,33.56,0.0,3,3,3,1.0,47,5,4.318,71
430,Austrian Grand Prix,1,2020,McLaren,MEDIUM,NOR,4,63.626,Qualifying,29.41333333,49.04666667,33.39333333,0.0,3,3,4,6.0,52,15,4.318,71
431,Austrian Grand Prix,1,2020,McLaren,SOFT,NOR,1,63.626,Qualifying,28.82857143,53.38571429,33.5047619,0.0,3,3,1,4.0,1,21,4.318,71
432,Austrian Grand Prix,1,2020,Mercedes,HARD,BOT,2,62.939,Qualifying,28.82333333,50.97333333,33.76333333,0.0,1,1,2,1.0,23,30,4.318,71
433,Austrian Grand Prix,1,2020,Mercedes,HARD,BOT,3,62.939,Qualifying,29.41333333,49.04666667,33.37333333,0.0,1,1,3,31.0,53,15,4.318,71
434,Austrian Grand Prix,1,2020,Mercedes,HARD,HAM,2,62.951,Qualifying,28.82666667,50.97333333,33.74,0.0,5,4,2,1.0,22,30,4.318,71
435,Austrian Grand Prix,1,2020,Mercedes,HARD,HAM,3,62.951,Qualifying,29.41333333,49.04666667,33.39333333,0.0,5,4,3,31.0,52,15,4.318,71
436,Austrian Grand Prix,1,2020,Mercedes,SOFT,BOT,1,62.939,Qualifying,28.8,53.37727273,33.6,0.0,1,1,1,4.0,1,22,4.318,71
437,Austrian Grand Prix,1,2020,Mercedes,SOFT,HAM,1,62.951,Qualifying,28.82380952,53.38571429,33.56190476,0.0,5,4,1,4.0,1,21,4.318,71
438,Austrian Grand Prix,9,2018,Ferrari,SOFT,RAI,2,63.66,Qualifying,23.22857143,45.33392857,37.09464286,0.0,3,2,2,1.0,16,56,4.318,71
439,Austrian Grand Prix,9,2018,Ferrari,SOFT,VET,2,63.464,Qualifying,23.22857143,45.33392857,37.11428571,0.0,6,3,2,1.0,16,56,4.318,71
440,Austrian Grand Prix,9,2018,Ferrari,ULTRASOFT,RAI,1,63.66,Qualifying,23.13571429,47.03571429,37.11428571,0.0,3,2,1,6.0,2,14,4.318,71
441,Austrian Grand Prix,9,2018,Ferrari,ULTRASOFT,VET,1,63.464,Qualifying,23.13571429,47.05,37.13571429,0.0,6,3,1,6.0,2,14,4.318,71
442,Austrian Grand Prix,9,2018,Haas F1 Team,SOFT,GRO,2,63.892,Qualifying,23.23454545,45.33636364,37.08727273,0.0,5,4,2,1.0,16,55,4.318,71
443,Austrian Grand Prix,9,2018,Haas F1 Team,ULTRASOFT,GRO,1,63.892,Qualifying,23.11428571,47.05,37.10714286,0.0,5,4,1,6.0,2,14,4.318,71
444,Austrian Grand Prix,9,2019,Ferrari,HARD,LEC,2,63.003,Qualifying,34.85510204,50.2,16.73469388,0.0,1,2,2,1.0,23,49,4.318,71
445,Austrian Grand Prix,9,2019,Ferrari,HARD,VET,2,63.667,Qualifying,35.0,50.54827586,16.4137931,0.0,9,4,2,1.0,22,29,4.318,71
446,Austrian Grand Prix,9,2019,Ferrari,SOFT,LEC,1,63.003,Qualifying,34.67272727,50.98181818,18.02272727,0.0,1,2,1,4.0,1,22,4.318,71
447,Austrian Grand Prix,9,2019,Ferrari,SOFT,VET,1,63.667,Qualifying,34.66666667,51.0,18.12380952,0.0,9,4,1,4.0,1,21,4.318,71
448,Austrian Grand Prix,9,2019,Ferrari,SOFT,VET,3,63.667,Qualifying,34.64761905,49.71428571,17.25714286,0.0,9,4,3,1.0,51,21,4.318,71
449,Austrian Grand Prix,9,2019,Mercedes,HARD,BOT,2,63.537,Qualifying,34.854,50.2,16.76,0.0,3,3,2,1.0,22,50,4.318,71
450,Austrian Grand Prix,9,2019,Mercedes,MEDIUM,BOT,1,63.537,Qualifying,34.65714286,51.0,18.10952381,0.0,3,3,1,4.0,1,21,4.318,71
451,Austrian Grand Prix,9,2021,McLaren,HARD,NOR,2,63.768,Qualifying,21.69512195,34.42195122,46.93170732,0.0,2,3,2,1.0,31,41,4.318,71
452,Austrian Grand Prix,9,2021,McLaren,MEDIUM,NOR,1,63.768,Qualifying,21.31333333,34.9,47.97333333,0.0,2,3,1,4.0,1,30,4.318,71
453,Austrian Grand Prix,9,2021,Mercedes,HARD,BOT,2,64.049,Qualifying,21.69512195,34.41707317,46.91463415,0.0,5,2,2,1.0,31,41,4.318,71
454,Austrian Grand Prix,9,2021,Mercedes,HARD,HAM,2,64.014,Qualifying,21.48181818,34.45,47.09545455,0.0,4,4,2,1.0,32,22,4.318,71
455,Austrian Grand Prix,9,2021,Mercedes,HARD,HAM,3,64.014,Qualifying,21.96666667,34.36111111,46.75555556,0.0,4,4,3,1.0,54,18,4.318,71
456,Austrian Grand Prix,9,2021,Mercedes,MEDIUM,BOT,1,64.049,Qualifying,21.31666667,34.89666667,47.96666667,0.0,5,2,1,4.0,1,30,4.318,71
457,Austrian Grand Prix,9,2021,Mercedes,MEDIUM,HAM,1,64.014,Qualifying,21.32258065,34.90322581,47.91612903,0.0,4,4,1,4.0,1,31,4.318,71
458,Azerbaijan Grand Prix,4,2018,Ferrari,SOFT,RAI,2,102.49,Qualifying,16.57948718,25.36923077,46.54615385,0.0,6,2,2,1.0,2,39,6.003,51
459,Azerbaijan Grand Prix,4,2018,Ferrari,SOFT,VET,2,101.498,Qualifying,16.49,24.07,45.3,0.0,1,4,2,1.0,31,10,6.003,51
460,Azerbaijan Grand Prix,4,2018,Ferrari,SUPERSOFT,VET,1,101.498,Qualifying,16.59642857,25.775,46.98928571,0.0,1,4,1,8.0,3,28,6.003,51
461,Azerbaijan Grand Prix,4,2018,Ferrari,ULTRASOFT,RAI,3,102.49,Qualifying,16.68181818,23.7,42.84545455,0.0,6,2,3,1.0,41,11,6.003,51
462,Azerbaijan Grand Prix,4,2018,Ferrari,ULTRASOFT,VET,3,101.498,Qualifying,16.69090909,23.67272727,42.81818182,0.0,1,4,3,1.0,41,11,6.003,51
463,Azerbaijan Grand Prix,4,2018,Force India,SOFT,PER,2,102.547,Qualifying,16.56842105,25.3,46.52368421,0.0,8,3,2,1.0,3,38,6.003,51
464,Azerbaijan Grand Prix,4,2018,Force India,SUPERSOFT,PER,3,102.547,Qualifying,16.68181818,23.7,42.84545455,0.0,8,3,3,1.0,41,11,6.003,51
465,Azerbaijan Grand Prix,4,2018,Force India,ULTRASOFT,PER,1,102.547,Qualifying,16.9,27.7,47.1,0.0,8,3,1,6.0,2,1,6.003,51
466,Azerbaijan Grand Prix,4,2018,Mercedes,SOFT,HAM,2,101.677,Qualifying,16.48888889,24.39444444,45.85,0.0,2,1,2,1.0,23,18,6.003,51
467,Azerbaijan Grand Prix,4,2018,Mercedes,SUPERSOFT,HAM,1,101.677,Qualifying,16.66190476,26.22857143,47.12380952,0.0,2,1,1,8.0,2,21,6.003,51
468,Azerbaijan Grand Prix,4,2018,Mercedes,ULTRASOFT,HAM,3,101.677,Qualifying,16.69090909,23.67272727,42.81818182,0.0,2,1,3,1.0,41,11,6.003,51
469,Azerbaijan Grand Prix,4,2019,Ferrari,MEDIUM,VET,2,100.797,Qualifying,19.3,37.775,53.5225,0.0,3,3,2,1.0,12,40,6.003,51
470,Azerbaijan Grand Prix,4,2019,Ferrari,SOFT,VET,1,100.797,Qualifying,20.1,41.60909091,50.54545455,0.0,3,3,1,6.0,1,11,6.003,51
471,Azerbaijan Grand Prix,4,2019,Mercedes,MEDIUM,BOT,2,100.495,Qualifying,19.3025641,37.73333333,53.52307692,0.0,1,1,2,1.0,13,39,6.003,51
472,Azerbaijan Grand Prix,4,2019,Mercedes,MEDIUM,HAM,2,100.554,Qualifying,19.28157895,37.63421053,53.47894737,0.0,2,2,2,1.0,14,38,6.003,51
473,Azerbaijan Grand Prix,4,2019,Mercedes,SOFT,BOT,1,100.495,Qualifying,20.06666667,41.55,50.68333333,0.0,1,1,1,4.0,1,12,6.003,51
474,Azerbaijan Grand Prix,4,2019,Mercedes,SOFT,HAM,1,100.554,Qualifying,20.03076923,41.46153846,51.08461538,0.0,2,2,1,5.0,1,13,6.003,51
475,Azerbaijan Grand Prix,6,2021,AlphaTauri,HARD,GAS,2,101.565,Qualifying,24.3,38.47777778,55.99444444,0.0,4,3,2,,12,36,6.003,51
476,Azerbaijan Grand Prix,6,2021,AlphaTauri,HARD,GAS,3,101.565,Qualifying,23.9,35.9,59.0,0.0,4,3,3,37.0,48,1,6.003,51
477,Azerbaijan Grand Prix,6,2021,AlphaTauri,SOFT,GAS,1,101.565,Qualifying,24.65454545,40.94545455,53.80909091,0.0,4,3,1,6.0,1,11,6.003,51
478,Azerbaijan Grand Prix,6,2021,AlphaTauri,SOFT,GAS,4,101.565,Qualifying,23.0,33.6,60.43333333,0.0,4,3,4,3.0,49,3,6.003,51
479,Azerbaijan Grand Prix,6,2021,Aston Martin,HARD,VET,2,102.224,Qualifying,24.19655172,37.89310345,56.67241379,0.0,11,2,2,1.0,19,29,6.003,51
480,Azerbaijan Grand Prix,6,2021,Aston Martin,HARD,VET,3,102.224,Qualifying,23.9,35.9,59.0,0.0,11,2,3,30.0,48,1,6.003,51
481,Azerbaijan Grand Prix,6,2021,Aston Martin,SOFT,VET,1,102.224,Qualifying,24.68333333,40.90555556,53.55555556,0.0,11,2,1,1.0,1,18,6.003,51
482,Azerbaijan Grand Prix,6,2021,Aston Martin,SOFT,VET,4,102.224,Qualifying,23.0,33.6,60.43333333,0.0,11,2,4,3.0,49,3,6.003,51
483,Azerbaijan Grand Prix,6,2021,Ferrari,HARD,LEC,2,101.218,Qualifying,24.32857143,38.68571429,55.83142857,0.0,1,4,2,53.0,10,35,6.003,51
484,Azerbaijan Grand Prix,6,2021,Ferrari,SOFT,LEC,1,101.218,Qualifying,24.64444444,40.9,53.7,0.0,1,4,1,4.0,1,9,6.003,51
485,Azerbaijan Grand Prix,6,2021,Ferrari,SOFT,LEC,2,101.218,Qualifying,24.23333333,37.8,56.6,0.0,1,4,2,50.0,33,3,6.003,51
486,Azerbaijan Grand Prix,6,2021,Ferrari,SOFT,LEC,4,101.218,Qualifying,23.0,33.6,60.43333333,0.0,1,4,4,3.0,49,3,6.003,51
487,Azerbaijan Grand Prix,8,2022,Mercedes,HARD,HAM,2,102.924,Qualifying,25.39166667,46.11666667,61.83333333,0.0,7,4,2,1.0,10,24,6.003,51
488,Azerbaijan Grand Prix,8,2022,Mercedes,HARD,HAM,3,102.924,Qualifying,25.01111111,45.06666667,63.72222222,0.0,7,4,3,2.0,34,18,6.003,51
489,Azerbaijan Grand Prix,8,2022,Mercedes,HARD,RUS,2,102.712,Qualifying,25.39166667,46.19166667,61.95833333,0.0,5,3,2,1.0,10,24,6.003,51
490,Azerbaijan Grand Prix,8,2022,Mercedes,HARD,RUS,3,102.712,Qualifying,25.02222222,45.12222222,63.72222222,0.0,5,3,3,2.0,34,18,6.003,51
491,Azerbaijan Grand Prix,8,2022,Mercedes,MEDIUM,HAM,1,102.924,Qualifying,25.63333333,47.57777778,58.66666667,0.0,7,4,1,1.0,1,9,6.003,51
492,Azerbaijan Grand Prix,8,2022,Mercedes,MEDIUM,RUS,1,102.712,Qualifying,25.63333333,47.57777778,58.66666667,0.0,5,3,1,1.0,1,9,6.003,51
493,Bahrain Grand Prix,1,2021,McLaren,HARD,NOR,3,89.974,Qualifying,20.5,26.36521739,54.55217391,0.0,7,4,3,1.0,34,23,5.412,57
494,Bahrain Grand Prix,1,2021,McLaren,MEDIUM,NOR,2,89.974,Qualifying,20.5,27.21428571,54.59047619,0.0,7,4,2,1.0,13,21,5.412,57
495,Bahrain Grand Prix,1,2021,McLaren,SOFT,NOR,1,89.974,Qualifying,20.51666667,27.85833333,54.56666667,0.0,7,4,1,4.0,1,12,5.412,57
496,Bahrain Grand Prix,1,2021,Mercedes,HARD,BOT,2,89.586,Qualifying,20.49285714,27.15,54.53571429,0.0,3,3,2,1.0,17,14,5.412,57
497,Bahrain Grand Prix,1,2021,Mercedes,HARD,BOT,3,89.586,Qualifying,20.50416667,26.4875,54.57083333,0.0,3,3,3,1.0,31,24,5.412,57
498,Bahrain Grand Prix,1,2021,Mercedes,HARD,HAM,2,89.385,Qualifying,20.5,27.28666667,54.50666667,0.0,2,1,2,1.0,14,15,5.412,57
499,Bahrain Grand Prix,1,2021,Mercedes,HARD,HAM,3,89.385,Qualifying,20.50357143,26.49642857,54.63214286,0.0,2,1,3,1.0,29,28,5.412,57
