,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps
0,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,ALB,2,95.571,Qualifying,22.90888889,26.61111111,58.24888889,0.0,5,4,2,1.0,11,45,5.554,55
1,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,VER,2,95.246,Qualifying,22.91111111,26.62888889,58.20444444,0.0,1,1,2,1.0,11,45,5.554,55
2,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,MEDIUM,VER,1,95.246,Qualifying,23.56,28.93,51.62,0.0,1,1,1,4.0,1,10,5.554,55
3,Abu Dhabi Grand Prix,17,2020,Red Bull Racing,SOFT,ALB,1,95.571,Qualifying,23.56,28.91,51.65,0.0,5,4,1,4.0,1,10,5.554,55
4,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,RIC,2,95.401,Qualifying,27.4,28.3,65.2,0.0,5,4,2,34.0,49,1,5.554,55
5,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,VER,1,95.589,Qualifying,32.85882353,34.4,37.02352941,0.0,6,3,1,4.0,1,17,5.554,55
6,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,RIC,2,95.401,Qualifying,28.85238095,31.36666667,57.28095238,0.0,5,4,2,1.0,34,21,5.554,55
7,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,VER,2,95.589,Qualifying,29.97894737,31.96315789,52.35263158,0.105263158,6,3,2,1.0,18,38,5.554,55
8,Abu Dhabi Grand Prix,21,2018,Red Bull Racing,ULTRASOFT,RIC,1,95.401,Qualifying,32.27272727,33.71818182,40.85454545,0.121212121,5,4,1,5.0,1,33,5.554,55
9,Abu Dhabi Grand Prix,21,2019,Red Bull Racing,HARD,ALB,2,95.682,Qualifying,25.50952381,28.33333333,67.87857143,0.0,5,6,2,1.0,14,42,5.554,55
10,Abu Dhabi Grand Prix,21,2019,Red Bull Racing,HARD,VER,2,95.139,Qualifying,25.36,27.86333333,68.71666667,0.0,2,2,2,1.0,26,30,5.554,55
11,Abu Dhabi Grand Prix,21,2019,Red Bull Racing,MEDIUM,ALB,1,95.682,Qualifying,26.30769231,30.33076923,62.06153846,0.0,5,6,1,4.0,1,13,5.554,55
12,Abu Dhabi Grand Prix,21,2019,Red Bull Racing,MEDIUM,VER,1,95.139,Qualifying,26.116,29.948,63.748,0.0,2,2,1,4.0,1,25,5.554,55
13,Abu Dhabi Grand Prix,22,2021,Red Bull Racing,HARD,VER,2,82.109,Qualifying,24.32173913,27.40434783,60.6826087,0.0,1,1,2,1.0,14,23,5.554,55
14,Abu Dhabi Grand Prix,22,2021,Red Bull Racing,HARD,VER,3,82.109,Qualifying,23.78823529,26.30588235,64.41764706,0.0,1,1,3,1.0,37,17,5.554,55
15,Abu Dhabi Grand Prix,22,2021,Red Bull Racing,SOFT,VER,1,82.109,Qualifying,24.54615385,28.26923077,57.90769231,0.0,1,1,1,4.0,1,13,5.554,55
16,Abu Dhabi Grand Prix,22,2021,Red Bull Racing,SOFT,VER,4,82.109,Qualifying,23.66,25.82,64.76,0.0,1,1,4,4.0,54,5,5.554,55
17,Australian Grand Prix,1,2018,Red Bull Racing,SOFT,RIC,2,82.152,Qualifying,24.15625,35.94375,26.978125,0.0,8,4,2,1.0,27,32,5.303,58
18,Australian Grand Prix,1,2018,Red Bull Racing,SOFT,VER,2,81.879,Qualifying,24.11891892,36.08378378,27.90540541,0.0,4,6,2,1.0,22,37,5.303,58
19,Australian Grand Prix,1,2018,Red Bull Racing,SUPERSOFT,RIC,1,82.152,Qualifying,23.94,37.46,34.988,0.0,8,4,1,6.0,2,25,5.303,58
20,Australian Grand Prix,1,2018,Red Bull Racing,SUPERSOFT,VER,1,81.879,Qualifying,23.935,37.455,35.335,0.0,4,6,1,6.0,2,20,5.303,58
21,Australian Grand Prix,1,2019,Red Bull Racing,MEDIUM,VER,2,81.32,Qualifying,23.25151515,38.87575758,71.18484848,0.0,4,3,2,1.0,26,33,5.303,58
22,Australian Grand Prix,1,2019,Red Bull Racing,SOFT,VER,1,81.32,Qualifying,23.452,42.08,70.228,0.0,4,3,1,4.0,1,25,5.303,58
23,Australian Grand Prix,3,2022,Red Bull Racing,HARD,PER,2,78.24,Qualifying,27.11315789,35.59736842,41.63157895,0.0,3,2,2,1.0,21,38,5.303,58
24,Australian Grand Prix,3,2022,Red Bull Racing,MEDIUM,PER,1,78.24,Qualifying,26.615,37.065,43.85,0.0,3,2,1,1.0,1,20,5.303,58
25,Austrian Grand Prix,9,2018,Red Bull Racing,SOFT,VER,2,63.84,Qualifying,23.22857143,45.35,37.10714286,0.0,4,1,2,1.0,16,56,4.318,71
26,Austrian Grand Prix,9,2018,Red Bull Racing,SUPERSOFT,VER,1,63.84,Qualifying,23.13571429,47.03571429,37.11428571,0.0,4,1,1,6.0,2,14,4.318,71
27,Austrian Grand Prix,9,2019,Red Bull Racing,HARD,GAS,2,63.988,Qualifying,34.85555556,50.15333333,16.73777778,0.0,8,7,2,1.0,26,45,4.318,71
28,Austrian Grand Prix,9,2019,Red Bull Racing,HARD,VER,2,63.439,Qualifying,34.83,50.0425,16.7925,0.0,2,1,2,1.0,32,40,4.318,71
29,Austrian Grand Prix,9,2019,Red Bull Racing,MEDIUM,VER,1,63.439,Qualifying,34.75483871,50.93870968,17.65483871,0.0,2,1,1,4.0,1,31,4.318,71
30,Austrian Grand Prix,9,2019,Red Bull Racing,SOFT,GAS,1,63.988,Qualifying,34.688,50.924,17.956,0.0,8,7,1,4.0,1,25,4.318,71
31,Austrian Grand Prix,9,2021,Red Bull Racing,HARD,PER,2,63.99,Qualifying,21.68974359,34.39230769,46.97692308,0.0,3,6,2,1.0,33,39,4.318,71
32,Austrian Grand Prix,9,2021,Red Bull Racing,HARD,VER,2,63.72,Qualifying,21.54642857,34.36785714,47.00357143,0.0,1,1,2,1.0,33,28,4.318,71
33,Austrian Grand Prix,9,2021,Red Bull Racing,HARD,VER,3,63.72,Qualifying,21.98181818,34.36363636,47.03636364,0.0,1,1,3,1.0,61,11,4.318,71
34,Austrian Grand Prix,9,2021,Red Bull Racing,MEDIUM,PER,1,63.99,Qualifying,21.328125,34.93125,47.8875,0.0,3,6,1,4.0,1,32,4.318,71
35,Austrian Grand Prix,9,2021,Red Bull Racing,MEDIUM,VER,1,63.72,Qualifying,21.33125,34.909375,47.846875,0.0,1,1,1,4.0,1,32,4.318,71
36,Azerbaijan Grand Prix,4,2019,Red Bull Racing,MEDIUM,VER,2,101.069,Qualifying,19.27837838,37.54864865,53.47027027,0.0,4,4,2,1.0,15,37,6.003,51
37,Azerbaijan Grand Prix,4,2019,Red Bull Racing,SOFT,VER,1,101.069,Qualifying,19.99285714,41.36428571,51.3,0.0,4,4,1,5.0,1,14,6.003,51
38,Azerbaijan Grand Prix,6,2021,Red Bull Racing,HARD,PER,2,101.63,Qualifying,24.27647059,38.26470588,56.20588235,0.0,6,1,2,1.0,14,34,6.003,51
39,Azerbaijan Grand Prix,6,2021,Red Bull Racing,SOFT,PER,1,101.63,Qualifying,24.67692308,41.10769231,53.55384615,0.0,6,1,1,4.0,1,13,6.003,51
40,Azerbaijan Grand Prix,6,2021,Red Bull Racing,SOFT,PER,3,101.63,Qualifying,23.9,35.9,59.0,0.0,6,1,3,3.0,48,1,6.003,51
41,Azerbaijan Grand Prix,6,2021,Red Bull Racing,SOFT,PER,4,101.63,Qualifying,23.0,33.6,60.43333333,0.0,6,1,4,3.0,49,3,6.003,51
42,Azerbaijan Grand Prix,8,2022,Red Bull Racing,HARD,PER,2,101.641,Qualifying,25.35294118,45.88235294,62.35294118,0.0,2,2,2,1.0,17,17,6.003,51
43,Azerbaijan Grand Prix,8,2022,Red Bull Racing,HARD,PER,3,101.641,Qualifying,25.03333333,45.15,63.83333333,0.0,2,2,3,1.0,34,18,6.003,51
44,Azerbaijan Grand Prix,8,2022,Red Bull Racing,HARD,VER,2,101.706,Qualifying,25.31333333,45.78666667,62.73333333,0.0,3,1,2,1.0,19,15,6.003,51
45,Azerbaijan Grand Prix,8,2022,Red Bull Racing,HARD,VER,3,101.706,Qualifying,25.03333333,45.16666667,63.83333333,0.0,3,1,3,1.0,34,18,6.003,51
46,Azerbaijan Grand Prix,8,2022,Red Bull Racing,MEDIUM,PER,1,101.641,Qualifying,25.5375,47.39375,59.375,0.0,2,2,1,1.0,1,16,6.003,51
47,Azerbaijan Grand Prix,8,2022,Red Bull Racing,MEDIUM,VER,1,101.706,Qualifying,25.56666667,47.29444444,59.5,0.0,3,1,1,1.0,1,18,6.003,51
48,Bahrain Grand Prix,1,2021,Red Bull Racing,HARD,PER,5,90.659,Qualifying,20.50526316,26.94210526,54.72105263,0.0,0,5,5,1.0,20,19,5.412,57
49,Bahrain Grand Prix,1,2021,Red Bull Racing,HARD,VER,3,88.997,Qualifying,20.50588235,26.33529412,54.38235294,0.0,1,2,3,1.0,40,17,5.412,57
50,Bahrain Grand Prix,1,2021,Red Bull Racing,MEDIUM,PER,3,90.659,Qualifying,20.5,28.0,54.15,0.0,0,5,3,4.0,1,2,5.412,57
51,Bahrain Grand Prix,1,2021,Red Bull Racing,MEDIUM,PER,4,90.659,Qualifying,20.50588235,27.68235294,54.54705882,0.0,0,5,4,6.0,3,17,5.412,57
52,Bahrain Grand Prix,1,2021,Red Bull Racing,MEDIUM,PER,6,90.659,Qualifying,20.5,26.28888889,54.44444444,0.0,0,5,6,6.0,39,18,5.412,57
53,Bahrain Grand Prix,1,2021,Red Bull Racing,MEDIUM,VER,1,88.997,Qualifying,20.51764706,27.78235294,54.57647059,0.0,1,2,1,4.0,1,17,5.412,57
54,Bahrain Grand Prix,1,2021,Red Bull Racing,MEDIUM,VER,2,88.997,Qualifying,20.5,26.96363636,54.69090909,0.0,1,2,2,1.0,18,22,5.412,57
55,Bahrain Grand Prix,2,2019,Red Bull Racing,MEDIUM,GAS,3,89.526,Qualifying,26.18888889,27.67777778,53.10555556,0.0,13,8,3,1.0,40,18,5.412,57
56,Bahrain Grand Prix,2,2019,Red Bull Racing,MEDIUM,VER,2,88.752,Qualifying,26.33809524,28.79047619,52.38095238,0.0,5,4,2,1.0,12,21,5.412,57
57,Bahrain Grand Prix,2,2019,Red Bull Racing,MEDIUM,VER,3,88.752,Qualifying,26.28,27.84,52.364,0.0,5,4,3,1.0,33,25,5.412,57
58,Bahrain Grand Prix,2,2019,Red Bull Racing,SOFT,GAS,1,89.526,Qualifying,26.17777778,29.18888889,54.07777778,0.0,13,8,1,4.0,1,9,5.412,57
59,Bahrain Grand Prix,2,2019,Red Bull Racing,SOFT,GAS,2,89.526,Qualifying,26.36,28.66,52.09333333,0.0,13,8,2,1.0,10,30,5.412,57
60,Bahrain Grand Prix,2,2019,Red Bull Racing,SOFT,VER,1,88.752,Qualifying,26.16363636,29.14545455,54.23636364,0.0,5,4,1,4.0,1,11,5.412,57
61,Bahrain Grand Prix,15,2020,Red Bull Racing,HARD,ALB,3,88.274,Qualifying,25.0,27.0,69.9,0.0,4,3,3,22.0,21,1,5.412,57
62,Bahrain Grand Prix,15,2020,Red Bull Racing,HARD,ALB,4,88.274,Qualifying,24.7,26.35217391,72.95217391,0.0,4,3,4,1.0,35,23,5.412,57
63,Bahrain Grand Prix,15,2020,Red Bull Racing,HARD,VER,3,87.678,Qualifying,24.76428571,26.54285714,72.3,0.0,3,2,3,1.0,21,14,5.412,57
64,Bahrain Grand Prix,15,2020,Red Bull Racing,HARD,VER,4,87.678,Qualifying,24.76666667,26.45833333,71.48333333,0.0,3,2,4,,35,12,5.412,57
65,Bahrain Grand Prix,15,2020,Red Bull Racing,MEDIUM,ALB,1,88.274,Qualifying,25.4,28.6,65.6,0.0,4,3,1,4.0,1,1,5.412,57
66,Bahrain Grand Prix,15,2020,Red Bull Racing,MEDIUM,ALB,2,88.274,Qualifying,24.99444444,27.2,71.98333333,0.0,4,3,2,2.0,2,18,5.412,57
67,Bahrain Grand Prix,15,2020,Red Bull Racing,MEDIUM,ALB,3,88.274,Qualifying,24.77142857,26.54285714,72.26428571,0.0,4,3,3,5.0,20,14,5.412,57
68,Bahrain Grand Prix,15,2020,Red Bull Racing,MEDIUM,VER,1,87.678,Qualifying,25.4,28.6,65.6,0.0,3,2,1,4.0,1,1,5.412,57
69,Bahrain Grand Prix,15,2020,Red Bull Racing,MEDIUM,VER,2,87.678,Qualifying,24.99473684,27.19473684,71.88421053,0.0,3,2,2,2.0,2,19,5.412,57
70,Bahrain Grand Prix,15,2020,Red Bull Racing,MEDIUM,VER,5,87.678,Qualifying,24.65454545,26.26363636,74.51818182,0.0,3,2,5,5.0,47,11,5.412,57
71,Belgian Grand Prix,7,2020,Red Bull Racing,HARD,VER,2,101.778,Qualifying,18.93939394,29.5969697,53.21212121,0.0,3,3,2,1.0,12,33,7.004,44
72,Belgian Grand Prix,7,2020,Red Bull Racing,MEDIUM,ALB,2,102.193,Qualifying,18.93636364,29.55151515,53.28181818,0.0,5,6,2,1.0,12,33,7.004,44
73,Belgian Grand Prix,7,2020,Red Bull Racing,MEDIUM,VER,1,101.778,Qualifying,18.47272727,30.57272727,54.30909091,0.0,3,3,1,4.0,1,11,7.004,44
74,Belgian Grand Prix,7,2020,Red Bull Racing,SOFT,ALB,1,102.193,Qualifying,18.47272727,30.56363636,54.4,0.0,5,6,1,4.0,1,11,7.004,44
75,Belgian Grand Prix,12,2021,Red Bull Racing,WET,VER,2,116.559,Qualifying,13.36666667,15.26666667,96.63333333,1.0,1,1,2,2.0,1,3,7.004,44
76,Belgian Grand Prix,13,2018,Red Bull Racing,SOFT,VER,2,102.554,Qualifying,17.86666667,29.46666667,35.66666667,0.0,7,3,2,3.0,3,3,7.004,44
77,Belgian Grand Prix,13,2018,Red Bull Racing,SOFT,VER,3,102.554,Qualifying,17.24444444,26.46666667,38.67222222,0.0,7,3,3,1.0,27,18,7.004,44
78,Belgian Grand Prix,13,2018,Red Bull Racing,SUPERSOFT,VER,2,102.554,Qualifying,17.23636364,27.67727273,36.97272727,0.0,7,3,2,5.0,2,22,7.004,44
79,Belgian Grand Prix,13,2019,Red Bull Racing,MEDIUM,ALB,1,105.528,Qualifying,17.53043478,28.25652174,56.27826087,0.0,17,5,1,1.0,1,23,7.004,44
80,Belgian Grand Prix,13,2019,Red Bull Racing,SOFT,ALB,2,105.528,Qualifying,17.68095238,28.80952381,55.15238095,0.0,17,5,2,1.0,24,21,7.004,44
81,Brazilian Grand Prix,20,2018,Red Bull Racing,SOFT,RIC,2,67.78,Qualifying,22.46875,38.203125,80.778125,0.0,11,4,2,1.0,40,32,4.309,71
82,Brazilian Grand Prix,20,2018,Red Bull Racing,SOFT,VER,2,67.778,Qualifying,22.48888889,38.31666667,80.67777778,0.0,5,2,2,1.0,36,36,4.309,71
83,Brazilian Grand Prix,20,2018,Red Bull Racing,SUPERSOFT,RIC,1,67.78,Qualifying,24.1974359,41.24871795,73.57179487,0.0,11,4,1,4.0,1,39,4.309,71
84,Brazilian Grand Prix,20,2018,Red Bull Racing,SUPERSOFT,VER,1,67.778,Qualifying,24.36,41.40285714,72.91428571,0.0,5,2,1,4.0,1,35,4.309,71
85,Brazilian Grand Prix,20,2019,Red Bull Racing,MEDIUM,VER,3,67.503,Qualifying,21.33,46.71,58.79,0.0,1,1,3,1.0,45,10,4.309,71
86,Brazilian Grand Prix,20,2019,Red Bull Racing,SOFT,VER,1,67.503,Qualifying,21.0047619,48.28095238,60.61428571,0.0,1,1,1,4.0,1,21,4.309,71
87,Brazilian Grand Prix,20,2019,Red Bull Racing,SOFT,VER,2,67.503,Qualifying,21.26086957,47.0173913,59.16521739,0.0,1,1,2,1.0,22,23,4.309,71
88,Brazilian Grand Prix,20,2019,Red Bull Racing,SOFT,VER,4,67.503,Qualifying,20.74117647,41.61176471,60.97058824,0.0,1,1,4,4.0,55,17,4.309,71
89,British Grand Prix,4,2020,Red Bull Racing,HARD,ALB,2,86.545,Qualifying,21.29583333,40.54583333,44.66666667,0.0,12,8,2,1.0,7,24,5.891,52
90,British Grand Prix,4,2020,Red Bull Racing,HARD,VER,2,85.325,Qualifying,21.42972973,39.81891892,44.34864865,0.0,3,2,2,1.0,14,37,5.891,52
91,British Grand Prix,4,2020,Red Bull Racing,MEDIUM,ALB,1,86.545,Qualifying,21.05,41.88333333,43.58333333,0.0,12,8,1,1.0,1,6,5.891,52
92,British Grand Prix,4,2020,Red Bull Racing,MEDIUM,ALB,3,86.545,Qualifying,21.52727273,39.51363636,43.92272727,0.0,12,8,3,4.0,31,22,5.891,52
93,British Grand Prix,4,2020,Red Bull Racing,MEDIUM,VER,1,85.325,Qualifying,21.14615385,41.90769231,44.00769231,0.0,3,2,1,4.0,1,13,5.891,52
94,British Grand Prix,4,2020,Red Bull Racing,SOFT,VER,3,85.325,Qualifying,21.55,38.85,44.9,0.0,3,2,3,4.0,51,2,5.891,52
95,British Grand Prix,10,2018,Red Bull Racing,MEDIUM,RIC,2,87.099,Qualifying,27.76666667,53.325,38.03333333,0.0,6,5,2,1.0,19,12,5.891,52
96,British Grand Prix,10,2018,Red Bull Racing,SOFT,RIC,1,87.099,Qualifying,27.27647059,52.95882353,39.13529412,0.0,6,5,1,6.0,2,17,5.891,52
97,British Grand Prix,10,2018,Red Bull Racing,SOFT,RIC,3,87.099,Qualifying,27.50909091,51.05,38.68636364,0.0,6,5,3,1.0,31,22,5.891,52
98,British Grand Prix,10,2019,Red Bull Racing,HARD,GAS,2,85.59,Qualifying,18.6,32.4,60.3,0.0,5,4,2,13.0,13,1,5.891,52
99,British Grand Prix,10,2019,Red Bull Racing,HARD,VER,3,85.276,Qualifying,19.33125,30.009375,59.98125,0.0,4,5,3,1.0,21,32,5.891,52
100,British Grand Prix,10,2019,Red Bull Racing,MEDIUM,GAS,1,85.59,Qualifying,18.9,31.43333333,60.86666667,0.0,5,4,1,6.0,1,12,5.891,52
101,British Grand Prix,10,2019,Red Bull Racing,MEDIUM,GAS,2,85.59,Qualifying,19.33846154,30.73846154,59.82564103,0.0,5,4,2,19.0,14,39,5.891,52
102,British Grand Prix,10,2019,Red Bull Racing,MEDIUM,VER,1,85.276,Qualifying,18.87692308,31.52307692,60.87692308,0.0,4,5,1,6.0,1,13,5.891,52
103,British Grand Prix,10,2019,Red Bull Racing,MEDIUM,VER,2,85.276,Qualifying,19.34285714,34.01428571,59.35714286,0.0,4,5,2,1.0,14,7,5.891,52
104,British Grand Prix,10,2022,Red Bull Racing,HARD,VER,4,99.129,Qualifying,18.8625,31.875,56.625,0.0,2,7,4,1.0,24,16,5.891,52
105,British Grand Prix,10,2022,Red Bull Racing,MEDIUM,PER,1,100.521,Qualifying,17.6,28.1,65.0,0.0,4,2,1,1.0,1,1,5.891,52
106,British Grand Prix,10,2022,Red Bull Racing,MEDIUM,PER,2,100.521,Qualifying,18.65,33.075,56.5,0.0,4,2,2,1.0,2,4,5.891,52
107,British Grand Prix,10,2022,Red Bull Racing,MEDIUM,PER,3,100.521,Qualifying,18.69705882,32.03529412,56.05882353,0.0,4,2,3,2.0,6,34,5.891,52
108,British Grand Prix,10,2022,Red Bull Racing,MEDIUM,VER,2,99.129,Qualifying,18.51818182,32.83636364,56.0,0.0,2,7,2,1.0,2,11,5.891,52
109,British Grand Prix,10,2022,Red Bull Racing,MEDIUM,VER,3,99.129,Qualifying,18.63636364,31.8,55.36363636,0.0,2,7,3,1.0,13,11,5.891,52
110,British Grand Prix,10,2022,Red Bull Racing,SOFT,PER,4,100.521,Qualifying,17.99230769,29.13846154,61.46153846,0.0,4,2,4,1.0,40,13,5.891,52
111,British Grand Prix,10,2022,Red Bull Racing,SOFT,VER,1,99.129,Qualifying,17.6,28.1,65.0,0.0,2,7,1,1.0,1,1,5.891,52
112,British Grand Prix,10,2022,Red Bull Racing,SOFT,VER,5,99.129,Qualifying,17.98461538,29.11538462,61.53846154,0.0,2,7,5,1.0,40,13,5.891,52
113,Canadian Grand Prix,7,2018,Red Bull Racing,HYPERSOFT,RIC,1,71.116,Qualifying,20.48125,39.525,27.50625,0.0,6,4,1,6.0,2,16,4.361,70
114,Canadian Grand Prix,7,2018,Red Bull Racing,HYPERSOFT,VER,1,70.937,Qualifying,20.46666667,39.56666667,27.61333333,0.0,3,3,1,6.0,2,15,4.361,70
115,Canadian Grand Prix,7,2018,Red Bull Racing,SUPERSOFT,RIC,2,71.116,Qualifying,20.6,35.74339623,27.75660377,0.0,6,4,2,1.0,18,53,4.361,70
116,Canadian Grand Prix,7,2018,Red Bull Racing,SUPERSOFT,VER,2,70.937,Qualifying,20.60185185,35.82222222,27.77777778,0.0,3,3,2,1.0,17,54,4.361,70
117,Canadian Grand Prix,7,2019,Red Bull Racing,HARD,GAS,2,71.079,Qualifying,29.81935484,50.76612903,15.75,0.0,5,8,2,1.0,8,62,4.361,70
118,Canadian Grand Prix,7,2019,Red Bull Racing,HARD,VER,1,71.619,Qualifying,29.51458333,51.06875,16.09375,0.0,9,5,1,1.0,1,48,4.361,70
119,Canadian Grand Prix,7,2019,Red Bull Racing,MEDIUM,VER,2,71.619,Qualifying,30.19545455,50.51818182,14.97727273,0.0,9,5,2,6.0,49,22,4.361,70
120,Canadian Grand Prix,7,2019,Red Bull Racing,SOFT,GAS,1,71.079,Qualifying,28.72857143,51.95714286,17.32857143,0.0,5,8,1,4.0,1,7,4.361,70
121,Canadian Grand Prix,9,2022,Red Bull Racing,HARD,VER,2,81.299,Qualifying,21.34117647,41.89117647,28.11764706,0.0,1,1,2,1.0,10,34,4.361,70
122,Canadian Grand Prix,9,2022,Red Bull Racing,HARD,VER,3,81.299,Qualifying,21.95925926,41.9,26.22222222,0.0,1,1,3,1.0,44,27,4.361,70
123,Canadian Grand Prix,9,2022,Red Bull Racing,MEDIUM,VER,1,81.299,Qualifying,20.58888889,41.53333333,28.22222222,0.0,1,1,1,1.0,1,9,4.361,70
124,Chinese Grand Prix,3,2018,Red Bull Racing,MEDIUM,VER,3,91.796,Qualifying,19.6,37.5,25.1,0.0,5,5,3,30.0,47,1,5.451,56
125,Chinese Grand Prix,3,2018,Red Bull Racing,SOFT,RIC,3,91.948,Qualifying,19.53333333,36.88888889,25.37777778,0.0,6,1,3,33.0,48,9,5.451,56
126,Chinese Grand Prix,3,2018,Red Bull Racing,SOFT,VER,3,91.796,Qualifying,19.52222222,36.88888889,25.35555556,0.0,5,5,3,33.0,48,9,5.451,56
127,Chinese Grand Prix,3,2018,Red Bull Racing,ULTRASOFT,RIC,1,91.948,Qualifying,19.54375,37.875,23.1375,0.0,6,1,1,6.0,2,16,5.451,56
128,Chinese Grand Prix,3,2018,Red Bull Racing,ULTRASOFT,RIC,2,91.948,Qualifying,19.6,36.84285714,23.65714286,0.0,6,1,2,5.0,18,14,5.451,56
129,Chinese Grand Prix,3,2018,Red Bull Racing,ULTRASOFT,RIC,3,91.948,Qualifying,19.31875,36.90625,24.75625,0.0,6,1,3,5.0,32,16,5.451,56
130,Chinese Grand Prix,3,2018,Red Bull Racing,ULTRASOFT,VER,1,91.796,Qualifying,19.54375,37.875,23.1375,0.0,5,5,1,6.0,2,16,5.451,56
131,Chinese Grand Prix,3,2018,Red Bull Racing,ULTRASOFT,VER,2,91.796,Qualifying,19.58571429,36.83571429,23.63571429,0.0,5,5,2,5.0,18,14,5.451,56
132,Chinese Grand Prix,3,2018,Red Bull Racing,ULTRASOFT,VER,3,91.796,Qualifying,19.30666667,36.86666667,24.82,0.0,5,5,3,5.0,32,15,5.451,56
133,Chinese Grand Prix,3,2019,Red Bull Racing,HARD,GAS,2,92.93,Qualifying,19.27,26.145,46.595,0.0,6,6,2,1.0,20,20,5.451,56
134,Chinese Grand Prix,3,2019,Red Bull Racing,HARD,VER,2,92.089,Qualifying,19.35882353,26.42941176,45.94705882,0.0,5,4,2,1.0,18,17,5.451,56
135,Chinese Grand Prix,3,2019,Red Bull Racing,MEDIUM,GAS,3,92.93,Qualifying,19.07857143,25.62142857,48.40714286,0.0,6,6,3,1.0,40,14,5.451,56
136,Chinese Grand Prix,3,2019,Red Bull Racing,MEDIUM,VER,1,92.089,Qualifying,19.59411765,27.97058824,44.21176471,0.0,5,4,1,4.0,1,17,5.451,56
137,Chinese Grand Prix,3,2019,Red Bull Racing,MEDIUM,VER,3,92.089,Qualifying,19.07272727,25.54090909,48.42727273,0.0,5,4,3,1.0,35,22,5.451,56
138,Chinese Grand Prix,3,2019,Red Bull Racing,SOFT,GAS,1,92.93,Qualifying,19.56842105,27.86315789,44.12631579,0.0,6,6,1,4.0,1,19,5.451,56
139,Chinese Grand Prix,3,2019,Red Bull Racing,SOFT,GAS,4,92.93,Qualifying,19.0,25.2,50.86666667,0.0,6,6,4,3.0,54,3,5.451,56
140,Dutch Grand Prix,13,2021,Red Bull Racing,HARD,PER,3,70.53,Qualifying,21.6625,36.4375,52.8125,0.0,0,8,3,1.0,1,8,4.259,72
141,Dutch Grand Prix,13,2021,Red Bull Racing,HARD,VER,3,68.885,Qualifying,21.98125,36.43125,51.91875,0.0,1,1,3,1.0,41,32,4.259,72
142,Dutch Grand Prix,13,2021,Red Bull Racing,MEDIUM,PER,4,70.53,Qualifying,21.77435897,36.62564103,54.36410256,0.0,0,8,4,1.0,9,39,4.259,72
143,Dutch Grand Prix,13,2021,Red Bull Racing,MEDIUM,VER,2,68.885,Qualifying,21.76315789,36.58947368,54.83684211,0.0,1,1,2,1.0,22,19,4.259,72
144,Dutch Grand Prix,13,2021,Red Bull Racing,SOFT,PER,5,70.53,Qualifying,22.01666667,36.27083333,51.75833333,0.0,0,8,5,1.0,48,24,4.259,72
145,Dutch Grand Prix,13,2021,Red Bull Racing,SOFT,VER,1,68.885,Qualifying,21.68571429,36.46666667,53.91904762,0.0,1,1,1,4.0,1,21,4.259,72
146,Eifel Grand Prix,11,2020,Red Bull Racing,MEDIUM,VER,2,85.467,Qualifying,9.535714286,16.06071429,59.67857143,0.035714286,3,2,2,3.0,18,28,5.148,60
147,Eifel Grand Prix,11,2020,Red Bull Racing,SOFT,VER,1,85.467,Qualifying,9.44375,16.975,58.6,0.0,3,2,1,4.0,1,16,5.148,60
148,Eifel Grand Prix,11,2020,Red Bull Racing,SOFT,VER,3,85.467,Qualifying,9.486666667,16.26666667,59.70666667,0.0,3,2,3,4.0,46,15,5.148,60
149,Emilia Romagna Grand Prix,2,2021,Red Bull Racing,INTERMEDIATE,VER,1,74.498,Qualifying,10.21111111,15.12592593,70.42592593,0.592592593,3,1,1,1.0,1,27,4.905,63
150,Emilia Romagna Grand Prix,2,2021,Red Bull Racing,MEDIUM,VER,2,74.498,Qualifying,11.1,15.55,66.23333333,0.0,3,1,2,1.0,28,6,4.905,63
151,Emilia Romagna Grand Prix,2,2021,Red Bull Racing,MEDIUM,VER,3,74.498,Qualifying,11.64666667,17.80333333,66.27,0.1,3,1,3,6.0,34,30,4.905,63
152,Emilia Romagna Grand Prix,4,2022,Red Bull Racing,INTERMEDIATE,PER,1,79.296,Qualifying,13.20555556,17.06666667,77.11111111,0.0,3,2,1,1.0,1,18,4.905,63
153,Emilia Romagna Grand Prix,4,2022,Red Bull Racing,INTERMEDIATE,VER,1,78.793,Qualifying,13.21052632,17.02105263,77.26315789,0.0,1,1,1,1.0,1,19,4.905,63
154,Emilia Romagna Grand Prix,4,2022,Red Bull Racing,MEDIUM,PER,2,79.296,Qualifying,13.375,16.421875,81.125,0.0,3,2,2,1.0,19,32,4.905,63
