EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps
Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,GIO,2,97.066,Qualifying,22.5962963,26.06296296,61.65185185,0,14,16,2,1,28,27,5.554,55
Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,RAI,2,97.555,Qualifying,22.89302326,26.58139535,58.38139535,0,15,12,2,,12,43,5.554,55
Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,GIO,1,97.066,Qualifying,23.44074074,28.00740741,52.51111111,0,14,16,1,1,1,27,5.554,55
Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,1,97.555,Qualifying,23.56,28.88,51.66,0,15,12,1,1,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,2,97.555,Qualifying,23.4,27.9,51.7,0,15,12,2,,11,1,5.554,55
Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,GAS,2,96.242,Qualifying,22.89777778,26.59777778,58.28,0,9,8,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,KVY,2,95.963,Qualifying,22.90909091,26.60909091,58.20909091,0,7,11,2,1,11,44,5.554,55
Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,GAS,1,96.242,Qualifying,23.56,28.91,51.65,0,9,8,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,KVY,1,95.963,Qualifying,23.56,28.91,51.65,0,7,11,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,LEC,2,95.881,Qualifying,22.709375,26.209375,60.590625,0,12,13,2,1,23,32,5.554,55
Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,VET,1,96.631,Qualifying,23.31142857,27.68571429,54.19714286,0,13,14,1,1,1,35,5.554,55
Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,LEC,1,95.881,Qualifying,23.47727273,28.23636364,51.87727273,0,12,13,1,4,1,22,5.554,55
Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,VET,2,96.631,Qualifying,22.50526316,25.83157895,62.09473684,0,13,14,2,1,36,19,5.554,55
Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,FIT,2,98.173,Qualifying,23.2125,27.22916667,55.2375,0,17,19,2,1,11,24,5.554,55
Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,MAG,1,97.863,Qualifying,23.36774194,27.83548387,53.53225806,0,20,18,1,1,1,31,5.554,55
Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,1,98.173,Qualifying,23.55,28.88,51.73,0,17,19,1,1,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,3,98.173,Qualifying,22.6,25.99285714,61.84285714,0,17,19,3,1,35,14,5.554,55
Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,MAG,2,97.863,Qualifying,22.64375,26.11875,61.6625,0,20,18,2,1,32,16,5.554,55
Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,MAG,3,97.863,Qualifying,22.31428571,25.5,62.64285714,0,20,18,3,1,48,7,5.554,55
Abu Dhabi Grand Prix,17,2020,Haas F1 Team,SOFT,FIT,4,98.173,Qualifying,22.3,25.44,62.74,0,17,19,4,1,49,5,5.554,55
Abu Dhabi Grand Prix,17,2020,McLaren,HARD,NOR,2,95.497,Qualifying,22.90444444,26.61111111,58.28222222,0,4,5,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,McLaren,HARD,SAI,2,95.815,Qualifying,22.90444444,26.60888889,58.28222222,0,6,6,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,McLaren,MEDIUM,SAI,1,95.815,Qualifying,23.56,28.91,51.65,0,6,6,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,McLaren,SOFT,NOR,1,95.497,Qualifying,23.56,28.91,51.65,0,4,5,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,BOT,2,95.271,Qualifying,22.90666667,26.62,58.23777778,0,2,2,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,Mercedes,HARD,HAM,2,95.332,Qualifying,22.90666667,26.61777778,58.24222222,0,3,3,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,BOT,1,95.271,Qualifying,23.56,28.93,51.63,0,2,2,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Mercedes,MEDIUM,HAM,1,95.332,Qualifying,23.56,28.93,51.61,0,3,3,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Racing Point,HARD,PER,1,96.034,Qualifying,23.525,29.0375,51.8125,0,19,20,1,1,1,8,5.554,55
Abu Dhabi Grand Prix,17,2020,Racing Point,HARD,STR,2,96.046,Qualifying,22.89777778,26.58888889,58.26888889,0,8,10,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,Racing Point,SOFT,STR,1,96.046,Qualifying,23.56,28.91,51.65,0,8,10,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,ALB,2,95.571,Qualifying,22.90888889,26.61111111,58.24888889,0,5,4,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,VER,2,95.246,Qualifying,22.91111111,26.62888889,58.20444444,0,1,1,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,MEDIUM,VER,1,95.246,Qualifying,23.56,28.93,51.62,0,1,1,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,SOFT,ALB,1,95.571,Qualifying,23.56,28.91,51.65,0,5,4,1,4,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,HARD,OCO,2,96.359,Qualifying,22.89555556,26.58666667,58.30888889,0,10,9,2,1,11,45,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,HARD,RIC,1,96.406,Qualifying,23.26153846,27.54615385,54.9025641,0,11,7,1,1,1,39,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,OCO,1,96.359,Qualifying,23.56,28.91,51.65,0,10,9,1,1,1,10,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,RIC,2,96.406,Qualifying,22.45,25.7375,62.31875,0,11,7,2,1,40,16,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,HARD,LAT,2,98.443,Qualifying,23.19166667,27.175,55.6,0,18,17,2,1,12,24,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,HARD,RUS,2,98.045,Qualifying,22.9,26.61136364,58.26818182,0,16,15,2,1,11,44,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,1,98.443,Qualifying,23.53636364,28.79090909,51.72727273,0,18,17,1,1,1,11,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,3,98.443,Qualifying,22.48947368,25.85263158,62.17894737,0,18,17,3,1,36,19,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,RUS,1,98.045,Qualifying,23.55,28.88,51.73,0,16,15,1,1,1,10,5.554,55
Abu Dhabi Grand Prix,21,2018,Ferrari,SUPERSOFT,VET,2,95.125,Qualifying,30.135,32.0825,51.55,0.1,3,2,2,1,16,40,5.554,55
Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,RAI,1,95.365,Qualifying,32.57142857,34.47142857,37.78571429,0,4,19,1,5,1,7,5.554,55
Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,VET,1,95.125,Qualifying,32.80666667,34.41333333,37.16666667,0,3,2,1,4,1,15,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,HYPERSOFT,GRO,1,96.192,Qualifying,32.57142857,34.47142857,37.74285714,0,7,9,1,4,1,7,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,GRO,2,96.192,Qualifying,30.6212766,32.44468085,49.08297872,0.063829787,7,9,2,1,8,47,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,MAG,1,97.309,Qualifying,31.83658537,33.44146341,43.01219512,0.073170732,13,10,1,1,1,41,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,ULTRASOFT,MAG,2,97.309,Qualifying,27.89230769,30.41538462,62.01538462,0,13,10,2,1,42,13,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,ALO,2,97.743,Qualifying,28.94074074,31.25185185,57.08518519,0.074074074,15,11,2,1,28,27,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,VAN,1,98.577,Qualifying,32.09142857,33.58285714,41.74,0.085714286,18,14,1,1,1,35,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,ALO,1,97.743,Qualifying,32.7962963,34.15185185,38.33703704,0.037037037,15,11,1,1,1,27,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,VAN,2,98.577,Qualifying,28.46315789,30.89473684,59.28421053,0,18,14,2,1,36,19,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,BOT,2,94.956,Qualifying,31.225,32.89166667,46.56666667,0.166666667,2,5,2,1,17,24,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,HAM,2,94.794,Qualifying,30.63333333,32.45833333,49.02083333,0.083333333,1,1,2,1,8,48,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,1,94.956,Qualifying,32.825,34.40625,37.1125,0,2,5,1,4,1,16,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,3,94.956,Qualifying,28,30.42666667,61.50666667,0,2,5,3,1,41,15,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,HAM,1,94.794,Qualifying,32.54285714,34.51428571,37.81428571,0,1,1,1,4,1,7,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,HYPERSOFT,OCO,1,96.54,Qualifying,32.87222222,34.37777778,37,0,9,17,1,4,1,18,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,OCO,2,96.54,Qualifying,30.9037037,32.63333333,48.0962963,0.111111111,9,17,2,1,19,27,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,PER,2,97.255,Qualifying,28.91724138,31.22413793,57.20344828,0.103448276,14,8,2,1,27,29,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,ULTRASOFT,PER,1,97.255,Qualifying,32.85769231,34.22692308,37.87692308,0,14,8,1,1,1,26,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,RIC,2,95.401,Qualifying,27.4,28.3,65.2,0,5,4,2,34,49,1,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,VER,1,95.589,Qualifying,32.85882353,34.4,37.02352941,0,6,3,1,4,1,17,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,RIC,2,95.401,Qualifying,28.85238095,31.36666667,57.28095238,0,5,4,2,1,34,21,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,VER,2,95.589,Qualifying,29.97894737,31.96315789,52.35263158,0.105263158,6,3,2,1,18,38,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,ULTRASOFT,RIC,1,95.401,Qualifying,32.27272727,33.71818182,40.85454545,0.121212121,5,4,1,5,1,33,5.554,55
Abu Dhabi Grand Prix,21,2018,Renault,HYPERSOFT,HUL,1,96.542,Qualifying,32.3,34.1,38.7,0,10,20,1,4,0,1,5.554,55
Abu Dhabi Grand Prix,21,2018,Renault,SUPERSOFT,SAI,2,96.982,Qualifying,28.32777778,30.81111111,59.93333333,0,11,6,2,1,38,18,5.554,55
Abu Dhabi Grand Prix,21,2018,Renault,ULTRASOFT,SAI,1,96.982,Qualifying,31.97837838,33.52432432,42.29189189,0.081081081,11,6,1,1,1,37,5.554,55
Abu Dhabi Grand Prix,21,2018,Sauber,HYPERSOFT,LEC,1,96.237,Qualifying,32.55714286,34.51428571,37.78571429,0,8,7,1,4,1,7,5.554,55
Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,ERI,1,97.132,Qualifying,32.93333333,34.34166667,37.225,0,12,18,1,1,1,24,5.554,55
Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,LEC,2,96.237,Qualifying,30.51875,32.37708333,49.575,0.0625,8,7,2,1,8,48,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,GAS,1,98.166,Qualifying,32.62413793,33.96551724,39.24827586,0.103448276,17,16,1,1,1,29,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,HAR,2,97.994,Qualifying,30.75192308,32.56923077,48.32692308,0.057692308,16,12,2,3,3,52,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,GAS,2,98.166,Qualifying,30.05882353,32.21176471,51.41764706,0,17,16,2,1,30,17,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,1,97.994,Qualifying,32.3,34.1,38.7,0,16,12,1,,1,1,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,2,97.994,Qualifying,32.5,34.7,38.2,0,16,12,2,,2,1,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,SIR,1,98.635,Qualifying,32.08571429,33.58285714,41.81142857,0.085714286,19,15,1,1,1,35,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,STR,1,98.682,Qualifying,31.8725,33.4675,42.83,0.075,20,13,1,1,1,40,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,SIR,2,98.635,Qualifying,28.41578947,30.89473684,59.43684211,0,19,15,2,1,36,19,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,STR,2,98.682,Qualifying,27.82857143,30.28571429,62.32857143,0,20,13,2,1,41,14,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,HARD,GIO,2,98.114,Qualifying,25.93333333,29.55,65.03888889,0,16,16,2,1,9,18,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,HARD,RAI,2,98.383,Qualifying,25.38125,27.928125,68.559375,0,17,13,2,1,23,32,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,MEDIUM,GIO,3,98.114,Qualifying,25.325,27.82142857,69,0,16,16,3,1,27,28,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,MEDIUM,RAI,1,98.383,Qualifying,26.15454545,30.03181818,63.45,0,17,13,1,1,1,22,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,SOFT,GIO,1,98.114,Qualifying,26.4125,30.4375,61.3125,0,16,16,1,1,1,8,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,HARD,LEC,2,95.219,Qualifying,25.76923077,28.91538462,66.00384615,0,3,3,2,1,13,26,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,HARD,VET,2,95.339,Qualifying,25.77307692,28.91923077,66.00769231,0,4,5,2,1,13,26,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,MEDIUM,LEC,1,95.219,Qualifying,26.31666667,30.36666667,61.86666667,0,3,3,1,4,1,12,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,MEDIUM,VET,3,95.339,Qualifying,25.13529412,27.55294118,70.55294118,0,4,5,3,1,39,17,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,SOFT,LEC,3,95.219,Qualifying,25.15882353,27.56470588,70.45882353,0,3,3,3,1,39,17,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,SOFT,VET,1,95.339,Qualifying,26.325,30.35,61.9,0,4,5,1,4,1,12,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,HARD,GRO,2,98.051,Qualifying,25.43055556,28.06666667,68.325,0,15,15,2,2,19,36,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,HARD,MAG,2,97.254,Qualifying,25.40588235,28,68.42647059,0,14,14,2,2,21,34,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,MEDIUM,GRO,1,98.051,Qualifying,26.22222222,30.18333333,62.85,0,15,15,1,1,1,18,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,MEDIUM,MAG,1,97.254,Qualifying,26.19,30.12,63.175,0,14,14,1,1,1,20,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,HARD,NOR,2,96.436,Qualifying,25.56956522,28.53695652,67.3826087,0,6,8,2,1,9,46,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,HARD,SAI,2,96.308,Qualifying,25.7137931,28.75862069,66.39655172,0,8,10,2,1,13,29,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,MEDIUM,SAI,3,96.308,Qualifying,25.09230769,27.50769231,70.88461538,0,8,10,3,1,42,13,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,SOFT,NOR,1,96.436,Qualifying,26.425,30.4375,61.2875,0,6,8,1,4,1,8,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,SOFT,SAI,1,96.308,Qualifying,26.31666667,30.31666667,61.88333333,0,8,10,1,4,1,12,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,HARD,BOT,2,94.973,Qualifying,25.3,27.77692308,69.21923077,0,20,4,2,1,30,26,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,HARD,HAM,2,94.779,Qualifying,25.34482759,27.85862069,68.82758621,0,1,1,2,1,27,29,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,MEDIUM,BOT,1,94.973,Qualifying,26.05862069,29.72758621,64.04482759,0,20,4,1,4,1,29,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,MEDIUM,HAM,1,94.779,Qualifying,26.10384615,29.89230769,63.82692308,0,1,1,1,4,1,26,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,HARD,PER,2,96.961,Qualifying,25.16470588,27.6,70.40588235,0,10,7,2,1,38,17,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,HARD,STR,2,97.103,Qualifying,26.02777778,29.88888889,64.43888889,0,12,20,2,1,6,18,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,MEDIUM,PER,1,96.961,Qualifying,25.94324324,29.36756757,64.64324324,0,10,7,1,1,1,37,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,MEDIUM,STR,1,97.103,Qualifying,26.44,30.38,60.88,0,12,20,1,1,1,5,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,SOFT,STR,3,97.103,Qualifying,25.50454545,28.09090909,67.63181818,0,12,20,3,1,24,22,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,HARD,ALB,2,95.682,Qualifying,25.50952381,28.33333333,67.87857143,0,5,6,2,1,14,42,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,HARD,VER,2,95.139,Qualifying,25.36,27.86333333,68.71666667,0,2,2,2,1,26,30,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,MEDIUM,ALB,1,95.682,Qualifying,26.30769231,30.33076923,62.06153846,0,5,6,1,4,1,13,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,MEDIUM,VER,1,95.139,Qualifying,26.116,29.948,63.748,0,2,2,1,4,1,25,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,HARD,RIC,2,96.456,Qualifying,25.71290323,28.7483871,66.44193548,0,7,11,2,1,12,31,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,MEDIUM,HUL,2,96.71,Qualifying,25.43333333,28.11111111,68.29166667,0,9,12,2,1,19,36,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,SOFT,HUL,1,96.71,Qualifying,26.23333333,30.18888889,62.82222222,0,9,12,1,4,1,18,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,SOFT,RIC,1,96.456,Qualifying,26.33636364,30.34545455,61.69090909,0,7,11,1,4,1,11,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,SOFT,RIC,3,96.456,Qualifying,25.075,27.48333333,70.96666667,0,7,11,3,4,43,12,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,HARD,GAS,2,97.089,Qualifying,25.67692308,28.76538462,66.69230769,0,11,18,2,1,2,52,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,HARD,KVY,1,97.141,Qualifying,25.9,29.26,64.945,0,13,9,1,1,1,40,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,MEDIUM,GAS,1,97.089,Qualifying,26.4,30.5,59.9,0,11,18,1,1,1,1,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,MEDIUM,KVY,2,97.141,Qualifying,25.10714286,27.53571429,70.77857143,0,13,9,2,1,41,14,5.554,55
Abu Dhabi Grand Prix,21,2019,Williams,HARD,KUB,1,99.236,Qualifying,26.11666667,29.9375,63.7375,0,19,19,1,1,1,24,5.554,55
Abu Dhabi Grand Prix,21,2019,Williams,HARD,RUS,1,98.717,Qualifying,25.996875,29.534375,64.3375,0,18,17,1,1,1,32,5.554,55
Abu Dhabi Grand Prix,21,2019,Williams,MEDIUM,KUB,2,99.236,Qualifying,25.35172414,27.87931034,68.73103448,0,19,19,2,1,25,29,5.554,55
Abu Dhabi Grand Prix,21,2019,Williams,MEDIUM,RUS,2,98.717,Qualifying,25.22272727,27.68636364,69.84545455,0,18,17,2,1,33,22,5.554,55
Abu Dhabi Grand Prix,22,2021,Alfa Romeo Racing,HARD,GIO,2,84.118,Qualifying,24.29375,27.4,60.80625,0,14,17,2,1,18,16,5.554,55
Abu Dhabi Grand Prix,22,2021,Alfa Romeo Racing,HARD,RAI,2,84.779,Qualifying,24.3,27.5,60.4,0,18,19,2,1,22,4,5.554,55
Abu Dhabi Grand Prix,22,2021,Alfa Romeo Racing,MEDIUM,GIO,1,84.118,Qualifying,24.52941176,28.13529412,58.35294118,0,14,17,1,1,1,17,5.554,55
Abu Dhabi Grand Prix,22,2021,Alfa Romeo Racing,MEDIUM,RAI,1,84.779,Qualifying,24.4952381,28.02380952,58.64761905,0,18,19,1,1,1,21,5.554,55
Abu Dhabi Grand Prix,22,2021,AlphaTauri,HARD,GAS,1,83.489,Qualifying,24.4,27.7,59.80277778,0,12,5,1,1,1,36,5.554,55
Abu Dhabi Grand Prix,22,2021,AlphaTauri,HARD,TSU,2,83.011,Qualifying,23.99333333,26.69,63.22666667,0,8,4,2,1,24,30,5.554,55
Abu Dhabi Grand Prix,22,2021,AlphaTauri,MEDIUM,GAS,2,83.489,Qualifying,23.78333333,26.25555556,64.47777778,0,12,5,2,4,37,18,5.554,55
Abu Dhabi Grand Prix,22,2021,AlphaTauri,MEDIUM,TSU,1,83.011,Qualifying,24.47826087,27.97826087,58.7173913,0,8,4,1,5,1,23,5.554,55
Abu Dhabi Grand Prix,22,2021,AlphaTauri,SOFT,GAS,3,83.489,Qualifying,23.65,25.8,64.7,0,12,5,3,1,55,4,5.554,55
Abu Dhabi Grand Prix,22,2021,AlphaTauri,SOFT,TSU,3,83.011,Qualifying,23.66,25.8,64.66,0,8,4,3,4,54,5,5.554,55
Abu Dhabi Grand Prix,22,2021,Alpine,HARD,ALO,1,83.46,Qualifying,24.4,27.7,59.80277778,0,11,8,1,2,1,36,5.554,55
Abu Dhabi Grand Prix,22,2021,Alpine,HARD,OCO,2,83.389,Qualifying,24.01395349,26.7372093,62.78604651,0,9,9,2,2,16,43,5.554,55
Abu Dhabi Grand Prix,22,2021,Alpine,MEDIUM,ALO,2,83.46,Qualifying,23.75,26.17727273,64.52727273,0,11,8,2,,37,22,5.554,55
Abu Dhabi Grand Prix,22,2021,Alpine,SOFT,OCO,1,83.389,Qualifying,24.54666667,28.20666667,58.14,0,9,9,1,4,1,15,5.554,55
Abu Dhabi Grand Prix,22,2021,Aston Martin,HARD,STR,2,84.061,Qualifying,24.00967742,26.7483871,63.02258065,0,13,13,2,1,22,31,5.554,55
Abu Dhabi Grand Prix,22,2021,Aston Martin,HARD,VET,2,84.225,Qualifying,23.93142857,26.54571429,63.5,0,15,11,2,1,24,35,5.554,55
Abu Dhabi Grand Prix,22,2021,Aston Martin,MEDIUM,STR,1,84.061,Qualifying,24.4952381,28.02380952,58.64761905,0,13,13,1,1,1,21,5.554,55
Abu Dhabi Grand Prix,22,2021,Aston Martin,MEDIUM,VET,1,84.225,Qualifying,24.47826087,27.97826087,58.76521739,0,15,11,1,1,1,23,5.554,55
Abu Dhabi Grand Prix,22,2021,Aston Martin,SOFT,STR,3,84.061,Qualifying,23.66,25.82,64.76,0,13,13,3,1,53,5,5.554,55
Abu Dhabi Grand Prix,22,2021,Ferrari,HARD,LEC,2,83.122,Qualifying,24.3,27.375,60.85,0,7,10,2,,16,20,5.554,55
Abu Dhabi Grand Prix,22,2021,Ferrari,HARD,SAI,2,82.992,Qualifying,23.98205128,26.66153846,63.07435897,0,5,3,2,1,20,39,5.554,55
Abu Dhabi Grand Prix,22,2021,Ferrari,MEDIUM,LEC,3,83.122,Qualifying,23.75652174,26.1826087,64.49565217,0,7,10,3,6,36,23,5.554,55
Abu Dhabi Grand Prix,22,2021,Ferrari,SOFT,LEC,1,83.122,Qualifying,24.54,28.20666667,58.08,0,7,10,1,4,1,15,5.554,55
Abu Dhabi Grand Prix,22,2021,Ferrari,SOFT,SAI,1,82.992,Qualifying,24.51578947,28.08421053,58.42105263,0,5,3,1,4,1,19,5.554,55
Abu Dhabi Grand Prix,22,2021,Haas F1 Team,HARD,MSC,2,84.906,Qualifying,24.11904762,27.0047619,62.02142857,0,19,14,2,1,11,42,5.554,55
Abu Dhabi Grand Prix,22,2021,Haas F1 Team,SOFT,MSC,1,84.906,Qualifying,24.54,28.32,57.97,0,19,14,1,1,1,10,5.554,55
Abu Dhabi Grand Prix,22,2021,Haas F1 Team,SOFT,MSC,3,84.906,Qualifying,23.66,25.8,64.66,0,19,14,3,4,53,5,5.554,55
Abu Dhabi Grand Prix,22,2021,McLaren,HARD,NOR,2,82.931,Qualifying,24.09354839,26.9483871,62.36774194,0,3,7,2,1,18,31,5.554,55
Abu Dhabi Grand Prix,22,2021,McLaren,HARD,RIC,2,83.409,Qualifying,24.04411765,26.82352941,62.72058824,0,10,12,2,1,19,34,5.554,55
Abu Dhabi Grand Prix,22,2021,McLaren,MEDIUM,NOR,3,82.931,Qualifying,23.71,25.94,64.71,0,3,7,3,1,49,10,5.554,55
Abu Dhabi Grand Prix,22,2021,McLaren,SOFT,NOR,1,82.931,Qualifying,24.52941176,28.15294118,58.25882353,0,3,7,1,4,1,17,5.554,55
Abu Dhabi Grand Prix,22,2021,McLaren,SOFT,RIC,1,83.409,Qualifying,24.52222222,28.11111111,58.43333333,0,10,12,1,4,1,18,5.554,55
