EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps
Bahrain Grand Prix,1,2022,Aston Martin,SOFT,HUL,1,92.777,Qualifying,23.33157895,28.12631579,34.89473684,0,17,17,1,1,1,19,5.412,57
Bahrain Grand Prix,1,2022,Aston Martin,SOFT,HUL,2,92.777,Qualifying,22.81111111,27.28333333,36.05555556,0,17,17,2,1,20,18,5.412,57
Bahrain Grand Prix,1,2022,Aston Martin,SOFT,HUL,4,92.777,Qualifying,22.43076923,26.41538462,36,0,17,17,4,,45,13,5.412,57
Bahrain Grand Prix,1,2022,Aston Martin,SOFT,STR,1,93.032,Qualifying,23.37222222,28.15555556,34.72222222,0,19,12,1,1,1,18,5.412,57
Bahrain Grand Prix,1,2022,Aston Martin,SOFT,STR,2,93.032,Qualifying,22.805,27.3,36.05,0,19,12,2,1,19,20,5.412,57
Bahrain Grand Prix,1,2022,Aston Martin,SOFT,STR,4,93.032,Qualifying,22.40833333,26.41666667,35.91666667,0,19,12,4,,46,12,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,MEDIUM,LEC,3,90.558,Qualifying,22.74666667,26.93333333,35.86666667,0,1,1,3,1,32,15,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,MEDIUM,SAI,3,90.687,Qualifying,22.74545455,26.95454545,35.81818182,0,3,2,3,1,34,11,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,SOFT,LEC,1,90.558,Qualifying,23.48666667,28.24,34,0,1,1,1,1,1,15,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,SOFT,LEC,2,90.558,Qualifying,22.83125,27.5125,36.625,0,1,1,2,4,16,16,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,SOFT,LEC,4,90.558,Qualifying,22.40909091,26.40909091,36,0,1,1,4,4,47,11,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,SOFT,SAI,1,90.687,Qualifying,23.51428571,28.27142857,33.71428571,0,3,2,1,4,1,14,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,SOFT,SAI,2,90.687,Qualifying,22.84210526,27.48421053,36.63157895,0,3,2,2,1,15,19,5.412,57
Bahrain Grand Prix,1,2022,Ferrari,SOFT,SAI,4,90.687,Qualifying,22.46153846,26.44615385,36.07692308,0,3,2,4,4,45,13,5.412,57
Bahrain Grand Prix,1,2022,Haas F1 Team,MEDIUM,MAG,3,91.461,Qualifying,22.73333333,26.86666667,35.91666667,0,7,5,3,1,35,12,5.412,57
Bahrain Grand Prix,1,2022,Haas F1 Team,MEDIUM,MSC,2,91.998,Qualifying,22.85652174,27.46086957,36.65217391,0,12,11,2,1,13,23,5.412,57
Bahrain Grand Prix,1,2022,Haas F1 Team,SOFT,MAG,1,91.461,Qualifying,23.5,28.26428571,33.71428571,0,7,5,1,1,1,14,5.412,57
Bahrain Grand Prix,1,2022,Haas F1 Team,SOFT,MAG,2,91.461,Qualifying,22.83,27.45,36.55,0,7,5,2,4,15,20,5.412,57
Bahrain Grand Prix,1,2022,Haas F1 Team,SOFT,MAG,4,91.461,Qualifying,22.41818182,26.4,36,0,7,5,4,4,47,11,5.412,57
Bahrain Grand Prix,1,2022,Haas F1 Team,SOFT,MSC,1,91.998,Qualifying,23.55,28.325,33.08333333,0,12,11,1,1,1,12,5.412,57
Bahrain Grand Prix,1,2022,Haas F1 Team,SOFT,MSC,3,91.998,Qualifying,22.57272727,26.61363636,35.86363636,0,12,11,3,3,36,22,5.412,57
Bahrain Grand Prix,1,2022,McLaren,HARD,NOR,2,92.008,Qualifying,22.79411765,27.12941176,35.88235294,0,13,15,2,1,25,17,5.412,57
Bahrain Grand Prix,1,2022,McLaren,HARD,RIC,3,92.945,Qualifying,22.72727273,26.90909091,35.90909091,0,18,14,3,1,34,11,5.412,57
Bahrain Grand Prix,1,2022,McLaren,MEDIUM,NOR,1,92.008,Qualifying,23.22083333,27.99583333,35.20833333,0,13,15,1,1,1,24,5.412,57
Bahrain Grand Prix,1,2022,McLaren,MEDIUM,RIC,1,92.945,Qualifying,23.4,28.16470588,34.52941176,0,18,14,1,1,1,17,5.412,57
Bahrain Grand Prix,1,2022,McLaren,SOFT,NOR,3,92.008,Qualifying,22.7,26.725,36.25,0,13,15,3,1,42,4,5.412,57
Bahrain Grand Prix,1,2022,McLaren,SOFT,NOR,4,92.008,Qualifying,22.40833333,26.41666667,35.91666667,0,13,15,4,5,46,12,5.412,57
Bahrain Grand Prix,1,2022,McLaren,SOFT,RIC,2,92.945,Qualifying,22.8125,27.4125,36.25,0,18,14,2,1,18,16,5.412,57
Bahrain Grand Prix,1,2022,McLaren,SOFT,RIC,4,92.945,Qualifying,22.40833333,26.41666667,35.91666667,0,18,14,4,3,46,12,5.412,57
Bahrain Grand Prix,1,2022,McLaren,UNKNOWN,RIC,4,92.945,Qualifying,22.7,26.6,37,0,18,14,4,1,45,1,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,HARD,HAM,2,91.048,Qualifying,22.89375,27.625,37.0625,0,5,3,2,2,12,16,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,HARD,RUS,2,91.252,Qualifying,22.82222222,27.45555556,36.61111111,0,9,4,2,2,16,18,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,MEDIUM,HAM,3,91.048,Qualifying,22.77647059,27.04705882,35.94117647,0,5,3,3,1,28,17,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,MEDIUM,RUS,3,91.252,Qualifying,22.725,26.91666667,35.83333333,0,9,4,3,,34,12,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,SOFT,HAM,1,91.048,Qualifying,23.60909091,28.39090909,32.72727273,0,5,3,1,3,1,11,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,SOFT,HAM,4,91.048,Qualifying,22.46153846,26.44615385,36.07692308,0,5,3,4,4,45,13,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,SOFT,RUS,1,91.252,Qualifying,23.47333333,28.22666667,34,0,9,4,1,4,1,15,5.412,57
Bahrain Grand Prix,1,2022,Mercedes,SOFT,RUS,4,91.252,Qualifying,22.44166667,26.425,36.08333333,0,9,4,4,3,46,12,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,MEDIUM,PER,2,90.921,Qualifying,22.82777778,27.47777778,36.55555556,0,4,18,2,1,16,18,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,MEDIUM,VER,3,90.681,Qualifying,22.76153846,27.01538462,35.84615385,0,2,19,3,1,31,13,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,SOFT,PER,1,90.921,Qualifying,23.48666667,28.23333333,34,0,4,18,1,4,1,15,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,SOFT,PER,3,90.921,Qualifying,22.75,26.98,35.8,0,4,18,3,4,34,10,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,SOFT,PER,4,90.921,Qualifying,22.49230769,26.47692308,36.07692308,0,4,18,4,4,44,13,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,SOFT,VER,1,90.681,Qualifying,23.51428571,28.27857143,33.71428571,0,2,19,1,4,1,14,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,SOFT,VER,2,90.681,Qualifying,22.85,27.54375,36.75,0,2,19,2,1,15,16,5.412,57
Bahrain Grand Prix,1,2022,Red Bull Racing,SOFT,VER,4,90.681,Qualifying,22.50909091,26.50909091,36.09090909,0,2,19,4,4,44,11,5.412,57
Bahrain Grand Prix,1,2022,Williams,MEDIUM,ALB,2,92.664,Qualifying,22.84545455,27.45,36.59090909,0,14,13,2,1,14,22,5.412,57
Bahrain Grand Prix,1,2022,Williams,MEDIUM,ALB,3,92.664,Qualifying,22.71818182,26.83636364,35.90909091,0,14,13,3,3,36,11,5.412,57
Bahrain Grand Prix,1,2022,Williams,MEDIUM,LAT,3,93.634,Qualifying,22.73076923,26.90769231,36,0,20,16,3,1,33,13,5.412,57
Bahrain Grand Prix,1,2022,Williams,SOFT,ALB,1,92.664,Qualifying,23.52307692,28.3,33.46153846,0,14,13,1,1,1,13,5.412,57
Bahrain Grand Prix,1,2022,Williams,SOFT,ALB,4,92.664,Qualifying,22.39090909,26.4,35.90909091,0,14,13,4,4,47,11,5.412,57
Bahrain Grand Prix,1,2022,Williams,SOFT,LAT,1,93.634,Qualifying,23.48571429,28.24285714,33.78571429,0,20,16,1,1,1,14,5.412,57
Bahrain Grand Prix,1,2022,Williams,SOFT,LAT,2,93.634,Qualifying,22.83888889,27.48888889,36.55555556,0,20,16,2,1,15,18,5.412,57
Bahrain Grand Prix,1,2022,Williams,SOFT,LAT,4,93.634,Qualifying,22.40833333,26.41666667,35.91666667,0,20,16,4,4,46,12,5.412,57
Bahrain Grand Prix,2,2018,Ferrari,SOFT,RAI,2,88.101,Qualifying,28.06,32.09333333,46.35333333,0,2,18,2,2,20,15,5.412,57
Bahrain Grand Prix,2,2018,Ferrari,SOFT,VET,2,87.958,Qualifying,27.9,31.77105263,48.42631579,0,1,1,2,2,19,38,5.412,57
Bahrain Grand Prix,2,2018,Ferrari,SUPERSOFT,RAI,1,88.101,Qualifying,28.18235294,32.87058824,44.96470588,0,2,18,1,6,2,17,5.412,57
Bahrain Grand Prix,2,2018,Ferrari,SUPERSOFT,RAI,2,88.101,Qualifying,28.3,32.5,44.5,0,2,18,2,5,19,1,5.412,57
Bahrain Grand Prix,2,2018,Ferrari,SUPERSOFT,VET,1,87.958,Qualifying,28.18666667,32.87333333,44.91333333,0,1,1,1,7,3,15,5.412,57
Bahrain Grand Prix,2,2018,Ferrari,SUPERSOFT,VET,2,87.958,Qualifying,28.2,32.4,45,0,1,1,2,5,18,1,5.412,57
Bahrain Grand Prix,2,2018,Force India,MEDIUM,OCO,2,89.874,Qualifying,28.09,32.165,46.09,0,8,10,2,1,16,20,5.412,57
Bahrain Grand Prix,2,2018,Force India,MEDIUM,PER,2,90.156,Qualifying,28.13913043,32.34347826,45.72173913,0,12,16,2,1,10,23,5.412,57
Bahrain Grand Prix,2,2018,Force India,SOFT,OCO,3,89.874,Qualifying,27.74285714,31.44761905,50.3952381,0,8,10,3,1,36,21,5.412,57
Bahrain Grand Prix,2,2018,Force India,SOFT,PER,1,90.156,Qualifying,28.2125,33.0875,45.025,0,12,16,1,3,2,8,5.412,57
Bahrain Grand Prix,2,2018,Force India,SUPERSOFT,OCO,1,89.874,Qualifying,28.17857143,32.95,44.97857143,0,8,10,1,6,2,14,5.412,57
Bahrain Grand Prix,2,2018,Force India,SUPERSOFT,PER,3,90.156,Qualifying,27.7625,31.49583333,49.925,0,12,16,3,1,33,24,5.412,57
Bahrain Grand Prix,2,2018,Haas F1 Team,SOFT,GRO,2,90.53,Qualifying,28.125,32.18333333,46.15833333,0,16,13,2,1,19,12,5.412,57
Bahrain Grand Prix,2,2018,Haas F1 Team,SOFT,MAG,3,89.358,Qualifying,27.79666667,31.59666667,49.4,0,6,5,3,1,28,30,5.412,57
Bahrain Grand Prix,2,2018,Haas F1 Team,SUPERSOFT,GRO,1,90.53,Qualifying,28.19411765,32.88823529,44.95294118,0,16,13,1,3,2,17,5.412,57
Bahrain Grand Prix,2,2018,Haas F1 Team,SUPERSOFT,GRO,3,90.53,Qualifying,27.93333333,31.74,47.90666667,0,16,13,3,1,31,15,5.412,57
Bahrain Grand Prix,2,2018,Haas F1 Team,SUPERSOFT,GRO,4,90.53,Qualifying,27.55454545,31.24545455,52.09090909,0,16,13,4,1,46,11,5.412,57
Bahrain Grand Prix,2,2018,Haas F1 Team,SUPERSOFT,MAG,1,89.358,Qualifying,28.18333333,32.975,44.96666667,0,6,5,1,6,2,12,5.412,57
Bahrain Grand Prix,2,2018,Haas F1 Team,SUPERSOFT,MAG,2,89.358,Qualifying,28.16428571,32.37142857,45.57142857,0,6,5,2,4,14,14,5.412,57
Bahrain Grand Prix,2,2018,McLaren,MEDIUM,ALO,2,90.212,Qualifying,28.08,32.128,46.164,0,13,7,2,1,15,25,5.412,57
Bahrain Grand Prix,2,2018,McLaren,MEDIUM,VAN,3,90.479,Qualifying,27.79642857,31.575,49.48214286,0,14,8,3,1,29,28,5.412,57
Bahrain Grand Prix,2,2018,McLaren,SOFT,ALO,1,90.212,Qualifying,28.18461538,32.96153846,44.96923077,0,13,7,1,3,2,13,5.412,57
Bahrain Grand Prix,2,2018,McLaren,SOFT,VAN,2,90.479,Qualifying,28.17777778,32.43333333,45.47222222,0,14,8,2,1,11,18,5.412,57
Bahrain Grand Prix,2,2018,McLaren,SUPERSOFT,ALO,3,90.212,Qualifying,27.67647059,31.38235294,51.22941176,0,13,7,3,1,40,17,5.412,57
Bahrain Grand Prix,2,2018,McLaren,SUPERSOFT,VAN,1,90.479,Qualifying,28.2,33.05555556,44.97777778,0,14,8,1,3,2,9,5.412,57
Bahrain Grand Prix,2,2018,Mercedes,MEDIUM,BOT,2,88.124,Qualifying,27.875,31.725,48.64444444,0,3,2,2,2,21,36,5.412,57
Bahrain Grand Prix,2,2018,Mercedes,MEDIUM,HAM,2,88.22,Qualifying,27.82666667,31.61,49.15333333,0,9,3,2,2,27,30,5.412,57
Bahrain Grand Prix,2,2018,Mercedes,SOFT,HAM,1,88.22,Qualifying,28.17916667,32.7,45.18333333,0,9,3,1,6,2,24,5.412,57
Bahrain Grand Prix,2,2018,Mercedes,SOFT,HAM,2,88.22,Qualifying,28.1,32.2,46.6,0,9,3,2,5,26,1,5.412,57
Bahrain Grand Prix,2,2018,Mercedes,SUPERSOFT,BOT,1,88.124,Qualifying,28.18888889,32.84444444,44.96111111,0,3,2,1,6,2,18,5.412,57
Bahrain Grand Prix,2,2018,Mercedes,SUPERSOFT,BOT,2,88.124,Qualifying,28.3,32.4,44.7,0,3,2,2,5,20,1,5.412,57
Bahrain Grand Prix,2,2018,Red Bull Racing,SOFT,VER,1,89.374,Qualifying,28.2,33.3,45.3,0,15,19,1,3,2,1,5.412,57
Bahrain Grand Prix,2,2018,Red Bull Racing,SUPERSOFT,VER,2,89.374,Qualifying,28.3,33.3,45.1,0,15,19,2,1,3,1,5.412,57
Bahrain Grand Prix,2,2018,Renault,SOFT,HUL,2,89.187,Qualifying,28.075,32.10833333,46.2125,0,7,6,2,1,16,24,5.412,57
Bahrain Grand Prix,2,2018,Renault,SOFT,SAI,2,89.802,Qualifying,28.19,32.32,45.66,0,10,11,2,1,17,10,5.412,57
Bahrain Grand Prix,2,2018,Renault,SOFT,SAI,3,89.802,Qualifying,28.1,32,46.4,0,10,11,3,11,27,1,5.412,57
Bahrain Grand Prix,2,2018,Renault,SUPERSOFT,HUL,1,89.187,Qualifying,28.17857143,32.95,44.97857143,0,7,6,1,6,2,14,5.412,57
Bahrain Grand Prix,2,2018,Renault,SUPERSOFT,HUL,3,89.187,Qualifying,27.67222222,31.37777778,51.21666667,0,7,6,3,4,40,18,5.412,57
Bahrain Grand Prix,2,2018,Renault,SUPERSOFT,SAI,1,89.802,Qualifying,28.18666667,32.92666667,44.96666667,0,10,11,1,6,2,15,5.412,57
Bahrain Grand Prix,2,2018,Renault,SUPERSOFT,SAI,3,89.802,Qualifying,27.80689655,31.59310345,49.36551724,0,10,11,3,15,28,29,5.412,57
Bahrain Grand Prix,2,2018,Sauber,MEDIUM,ERI,2,91.063,Qualifying,27.83939394,31.66060606,49.01818182,0,17,9,2,1,24,33,5.412,57
Bahrain Grand Prix,2,2018,Sauber,MEDIUM,LEC,2,91.42,Qualifying,28.13548387,32.44193548,45.59677419,0,19,12,2,1,4,31,5.412,57
Bahrain Grand Prix,2,2018,Sauber,SOFT,ERI,1,91.063,Qualifying,28.19090909,32.75909091,45.08636364,0,17,9,1,3,2,22,5.412,57
Bahrain Grand Prix,2,2018,Sauber,SOFT,LEC,1,91.42,Qualifying,28.2,33.3,45.4,0,19,12,1,3,2,2,5.412,57
Bahrain Grand Prix,2,2018,Sauber,SUPERSOFT,LEC,3,91.42,Qualifying,27.75,31.46363636,50.21818182,0,19,12,3,1,35,22,5.412,57
Bahrain Grand Prix,2,2018,Toro Rosso,SOFT,GAS,2,89.329,Qualifying,28.09473684,32.16842105,46.05789474,0,5,4,2,1,16,19,5.412,57
Bahrain Grand Prix,2,2018,Toro Rosso,SOFT,HAR,2,90.105,Qualifying,28.01363636,31.95,46.82727273,0,11,17,2,1,21,22,5.412,57
Bahrain Grand Prix,2,2018,Toro Rosso,SUPERSOFT,GAS,1,89.329,Qualifying,28.17857143,32.95,44.97857143,0,5,4,1,6,2,14,5.412,57
Bahrain Grand Prix,2,2018,Toro Rosso,SUPERSOFT,GAS,3,89.329,Qualifying,27.75217391,31.49565217,50.19130435,0,5,4,3,4,35,23,5.412,57
Bahrain Grand Prix,2,2018,Toro Rosso,SUPERSOFT,HAR,1,90.105,Qualifying,28.20526316,32.83684211,44.91052632,0,11,17,1,3,2,19,5.412,57
Bahrain Grand Prix,2,2018,Toro Rosso,SUPERSOFT,HAR,3,90.105,Qualifying,27.61428571,31.29285714,51.86428571,0,11,17,3,4,43,14,5.412,57
Bahrain Grand Prix,2,2018,Williams,MEDIUM,SIR,2,91.414,Qualifying,28.03888889,31.95555556,46.71666667,0,18,15,2,1,23,18,5.412,57
Bahrain Grand Prix,2,2018,Williams,MEDIUM,STR,3,91.503,Qualifying,27.77692308,31.53461538,49.64615385,0,20,14,3,1,30,26,5.412,57
Bahrain Grand Prix,2,2018,Williams,SOFT,SIR,1,91.414,Qualifying,28.2047619,32.76666667,45.01904762,0,18,15,1,3,2,21,5.412,57
Bahrain Grand Prix,2,2018,Williams,SOFT,STR,1,91.503,Qualifying,28.18888889,33.05555556,45.02222222,0,20,14,1,3,2,9,5.412,57
Bahrain Grand Prix,2,2018,Williams,SUPERSOFT,SIR,3,91.414,Qualifying,27.64375,31.35625,51.475,0,18,15,3,1,41,16,5.412,57
Bahrain Grand Prix,2,2018,Williams,SUPERSOFT,STR,2,91.503,Qualifying,28.17894737,32.36315789,45.66315789,0,20,14,2,1,11,19,5.412,57
Bahrain Grand Prix,2,2019,Alfa Romeo Racing,MEDIUM,GIO,2,90.026,Qualifying,26.4375,28.59583333,51.15833333,0,16,11,2,1,17,24,5.412,57
Bahrain Grand Prix,2,2019,Alfa Romeo Racing,MEDIUM,GIO,3,90.026,Qualifying,26.3,28,51.7,0,16,11,3,1,41,1,5.412,57
Bahrain Grand Prix,2,2019,Alfa Romeo Racing,MEDIUM,RAI,2,89.022,Qualifying,26.32916667,28.76666667,52.475,0,8,7,2,1,10,24,5.412,57
Bahrain Grand Prix,2,2019,Alfa Romeo Racing,SOFT,GIO,1,90.026,Qualifying,26.14375,29.025,54.53125,0,16,11,1,1,1,16,5.412,57
Bahrain Grand Prix,2,2019,Alfa Romeo Racing,SOFT,GIO,3,90.026,Qualifying,26.16875,27.625,53.33125,0,16,11,3,3,42,16,5.412,57
Bahrain Grand Prix,2,2019,Alfa Romeo Racing,SOFT,RAI,1,89.022,Qualifying,26.17777778,29.18888889,54.07777778,0,8,7,1,4,1,9,5.412,57
Bahrain Grand Prix,2,2019,Alfa Romeo Racing,SOFT,RAI,3,89.022,Qualifying,26.2625,27.80833333,52.52916667,0,8,7,3,4,34,24,5.412,57
Bahrain Grand Prix,2,2019,Ferrari,MEDIUM,LEC,2,87.866,Qualifying,26.38695652,28.70869565,51.79565217,0,1,3,2,1,14,23,5.412,57
Bahrain Grand Prix,2,2019,Ferrari,MEDIUM,LEC,3,87.866,Qualifying,26.24285714,27.76666667,52.71904762,0,1,3,3,1,37,21,5.412,57
Bahrain Grand Prix,2,2019,Ferrari,MEDIUM,VET,2,88.16,Qualifying,26.3952381,28.72857143,51.65238095,0,2,5,2,1,15,21,5.412,57
Bahrain Grand Prix,2,2019,Ferrari,MEDIUM,VET,3,88.16,Qualifying,26.5,28.23333333,50.76666667,0,2,5,3,1,36,3,5.412,57
Bahrain Grand Prix,2,2019,Ferrari,SOFT,LEC,1,87.866,Qualifying,26.15384615,29.1,54.34615385,0,1,3,1,4,1,13,5.412,57
Bahrain Grand Prix,2,2019,Ferrari,SOFT,VET,1,88.16,Qualifying,26.15,29.08571429,54.42142857,0,2,5,1,4,1,14,5.412,57
Bahrain Grand Prix,2,2019,Ferrari,SOFT,VET,4,88.16,Qualifying,26.20526316,27.68947368,53.03157895,0,2,5,4,4,39,19,5.412,57
Bahrain Grand Prix,2,2019,Haas F1 Team,MEDIUM,GRO,2,89.015,Qualifying,26.14666667,29,54.62666667,0,11,20,2,1,2,15,5.412,57
Bahrain Grand Prix,2,2019,Haas F1 Team,MEDIUM,MAG,2,88.757,Qualifying,26.36428571,28.67857143,52.01428571,0,6,13,2,1,11,28,5.412,57
Bahrain Grand Prix,2,2019,Haas F1 Team,SOFT,GRO,1,89.015,Qualifying,26.1,29.3,53.9,0,11,20,1,4,1,1,5.412,57
Bahrain Grand Prix,2,2019,Haas F1 Team,SOFT,MAG,1,88.757,Qualifying,26.17,29.16,54.14,0,6,13,1,4,1,10,5.412,57
Bahrain Grand Prix,2,2019,Haas F1 Team,SOFT,MAG,3,88.757,Qualifying,26.2,27.7,53.01111111,0,6,13,3,4,39,18,5.412,57
Bahrain Grand Prix,2,2019,McLaren,HARD,SAI,3,88.813,Qualifying,26.525,28.425,50.21875,0,7,19,3,2,25,16,5.412,57
Bahrain Grand Prix,2,2019,McLaren,MEDIUM,NOR,2,89.043,Qualifying,26.34583333,28.75416667,52.24583333,0,9,6,2,1,11,24,5.412,57
Bahrain Grand Prix,2,2019,McLaren,MEDIUM,SAI,2,88.813,Qualifying,26.2,28.9,54.105,0,7,19,2,1,5,20,5.412,57
Bahrain Grand Prix,2,2019,McLaren,SOFT,NOR,1,89.043,Qualifying,26.17,29.16,54.14,0,9,6,1,4,1,10,5.412,57
Bahrain Grand Prix,2,2019,McLaren,SOFT,NOR,3,89.043,Qualifying,26.25217391,27.78695652,52.63478261,0,9,6,3,4,35,23,5.412,57
Bahrain Grand Prix,2,2019,McLaren,SOFT,SAI,1,88.813,Qualifying,26.15,29.25,53.9,0,7,19,1,4,1,4,5.412,57
Bahrain Grand Prix,2,2019,McLaren,SOFT,SAI,4,88.813,Qualifying,26.18461538,27.67692308,53.08461538,0,7,19,4,4,41,13,5.412,57
Bahrain Grand Prix,2,2019,Mercedes,MEDIUM,BOT,2,88.256,Qualifying,26.38,28.696,51.868,0,4,2,2,1,13,25,5.412,57
Bahrain Grand Prix,2,2019,Mercedes,MEDIUM,BOT,3,88.256,Qualifying,26.45,28.05,51.25,0,4,2,3,1,38,2,5.412,57
Bahrain Grand Prix,2,2019,Mercedes,MEDIUM,HAM,3,88.19,Qualifying,26.26521739,27.81304348,52.51304348,0,3,1,3,1,35,23,5.412,57
Bahrain Grand Prix,2,2019,Mercedes,SOFT,BOT,1,88.256,Qualifying,26.15833333,29.11666667,54.3,0,4,2,1,4,1,12,5.412,57
Bahrain Grand Prix,2,2019,Mercedes,SOFT,BOT,3,88.256,Qualifying,26.19444444,27.68333333,53.03888889,0,4,2,3,6,40,18,5.412,57
Bahrain Grand Prix,2,2019,Mercedes,SOFT,HAM,1,88.19,Qualifying,26.15384615,29.1,54.36153846,0,3,1,1,4,1,13,5.412,57
Bahrain Grand Prix,2,2019,Mercedes,SOFT,HAM,2,88.19,Qualifying,26.37619048,28.74761905,51.8952381,0,3,1,2,1,14,21,5.412,57
Bahrain Grand Prix,2,2019,Racing Point,MEDIUM,PER,2,89.756,Qualifying,26.324,28.776,52.52,0,14,10,2,1,9,25,5.412,57
Bahrain Grand Prix,2,2019,Racing Point,MEDIUM,PER,3,89.756,Qualifying,26.25833333,27.80416667,52.5625,0,14,10,3,1,34,24,5.412,57
Bahrain Grand Prix,2,2019,Racing Point,MEDIUM,STR,2,90.217,Qualifying,26.19090909,28.95,54.16818182,0,18,14,2,1,2,22,5.412,57
Bahrain Grand Prix,2,2019,Racing Point,MEDIUM,STR,3,90.217,Qualifying,26.35151515,28.05757576,51.71515152,0,18,14,3,1,24,33,5.412,57
Bahrain Grand Prix,2,2019,Racing Point,SOFT,PER,1,89.756,Qualifying,26.175,29.225,54.05,0,14,10,1,1,1,8,5.412,57
Bahrain Grand Prix,2,2019,Racing Point,SOFT,STR,1,90.217,Qualifying,26.1,29.3,53.9,0,18,14,1,1,1,1,5.412,57
Bahrain Grand Prix,2,2019,Red Bull Racing,MEDIUM,GAS,3,89.526,Qualifying,26.18888889,27.67777778,53.10555556,0,13,8,3,1,40,18,5.412,57
Bahrain Grand Prix,2,2019,Red Bull Racing,MEDIUM,VER,2,88.752,Qualifying,26.33809524,28.79047619,52.38095238,0,5,4,2,1,12,21,5.412,57
Bahrain Grand Prix,2,2019,Red Bull Racing,MEDIUM,VER,3,88.752,Qualifying,26.28,27.84,52.364,0,5,4,3,1,33,25,5.412,57
Bahrain Grand Prix,2,2019,Red Bull Racing,SOFT,GAS,1,89.526,Qualifying,26.17777778,29.18888889,54.07777778,0,13,8,1,4,1,9,5.412,57
Bahrain Grand Prix,2,2019,Red Bull Racing,SOFT,GAS,2,89.526,Qualifying,26.36,28.66,52.09333333,0,13,8,2,1,10,30,5.412,57
Bahrain Grand Prix,2,2019,Red Bull Racing,SOFT,VER,1,88.752,Qualifying,26.16363636,29.14545455,54.23636364,0,5,4,1,4,1,11,5.412,57
Bahrain Grand Prix,2,2019,Renault,MEDIUM,HUL,3,90.034,Qualifying,26.30952381,27.8952381,52.12857143,0,17,17,3,1,33,21,5.412,57
Bahrain Grand Prix,2,2019,Renault,MEDIUM,RIC,2,89.488,Qualifying,26.37931034,28.12068966,51.43103448,0,10,18,2,1,25,29,5.412,57
Bahrain Grand Prix,2,2019,Renault,SOFT,HUL,1,90.034,Qualifying,26.15833333,29.1,54.28333333,0,17,17,1,1,1,12,5.412,57
Bahrain Grand Prix,2,2019,Renault,SOFT,HUL,2,90.034,Qualifying,26.35,28.795,52.195,0,17,17,2,1,13,20,5.412,57
Bahrain Grand Prix,2,2019,Renault,SOFT,RIC,1,89.488,Qualifying,26.18333333,28.9625,54.09583333,0,10,18,1,1,1,24,5.412,57
Bahrain Grand Prix,2,2019,Toro Rosso,MEDIUM,ALB,3,89.513,Qualifying,26.3375,28.015625,51.7625,0,12,9,3,1,26,32,5.412,57
Bahrain Grand Prix,2,2019,Toro Rosso,MEDIUM,KVY,2,89.854,Qualifying,26.39230769,28.67307692,51.76153846,0,15,12,2,1,13,26,5.412,57
Bahrain Grand Prix,2,2019,Toro Rosso,SOFT,ALB,1,89.513,Qualifying,26.17777778,29.18888889,54.07777778,0,12,9,1,4,1,9,5.412,57
Bahrain Grand Prix,2,2019,Toro Rosso,SOFT,ALB,2,89.513,Qualifying,26.20625,28.8375,53.9,0,12,9,2,1,10,16,5.412,57
Bahrain Grand Prix,2,2019,Toro Rosso,SOFT,KVY,1,89.854,Qualifying,26.15833333,29.1,54.28333333,0,15,12,1,1,1,12,5.412,57
Bahrain Grand Prix,2,2019,Toro Rosso,SOFT,KVY,3,89.854,Qualifying,26.2,27.7,53.02222222,0,15,12,3,1,39,18,5.412,57
Bahrain Grand Prix,2,2019,Williams,MEDIUM,KUB,1,91.799,Qualifying,26.16363636,29.1,54.23636364,0,20,16,1,1,1,11,5.412,57
Bahrain Grand Prix,2,2019,Williams,MEDIUM,KUB,3,91.799,Qualifying,26.33571429,27.96428571,51.86428571,0,20,16,3,2,28,28,5.412,57
Bahrain Grand Prix,2,2019,Williams,MEDIUM,RUS,2,91.759,Qualifying,26.26428571,28.84285714,53.35,0,19,15,2,1,13,14,5.412,57
